item_code,item,unit,item_group,item_category,2023-03-01,2023-03-02,2023-03-03,2023-03-06,2023-03-07,2023-03-08,2023-03-09,2023-03-10,2023-03-11,2023-03-12,2023-03-13,2023-03-14,2023-03-15,2023-03-16,2023-03-17,2023-03-18,2023-03-19,2023-03-20,2023-03-21,2023-03-22,2023-03-23,2023-03-24,2023-03-25,2023-03-26,2023-03-27,2023-03-28,2023-03-29,2023-03-30,2023-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,11.025,,,,,,,11.218,,,,,,,11.4225,,,,,,,11.118,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,17.0,,,,,,,18.2,,,,,,,20.0,,,,,,,20.0,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.2125,,,,,,,4.2375,,,,,,,4.3428571428571425,,,,,,,4.1499999999999995,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.29,,,6.22095238095238,7.25,7.25,7.25,,,,6.117058823529412,7.25,7.25,7.25,7.25,7.25,7.25,6.117894736842106,7.25,7.25,7.25,7.25,,,6.164705882352941,7.25,7.25,7.25,7.25
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.166666666666667,,,,,,,6.25,,,,,,,5.833333333333333,,,,,,,5.5,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.82,,,,,,,4.85,,,,,,,4.5,,,,,,,4.298,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.19,4.19,4.19,4.497142857142857,4.19,4.19,4.19,,4.19,3.59,4.5225,3.59,3.59,4.19,4.19,4.19,4.19,4.51,3.29,3.29,3.29,3.29,3.29,3.29,4.318,3.29,3.29,3.29,3.29
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.89,6.89,8.29,7.563333333333333,8.29,8.29,8.29,11.29,11.29,9.59,10.995000000000001,9.59,9.59,11.29,11.29,11.29,7.99,10.47,7.99,7.99,,,,11.29,10.913333333333334,11.29,11.29,11.29,11.29
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.833333333333333,,,,,,,4.833333333333333,,,,,,,4.833333333333333,,,,,,,4.833333333333333,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.69,4.69,3.99,4.392777777777777,4.69,4.69,4.69,4.69,4.69,4.69,4.262941176470588,4.69,4.69,4.69,3.99,3.99,4.69,4.298666666666667,4.69,4.69,3.79,3.79,3.79,3.79,4.31125,3.79,3.79,3.79,3.99
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.99,10.99,10.99,15.681666666666667,10.99,10.99,10.99,10.99,13.59,12.29,15.398333333333333,12.29,12.29,13.59,13.59,13.59,,16.133333333333333,,,,,,,16.3475,,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,
