item_code,item,unit,item_group,item_category,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-25,2023-04-27,2023-04-28,2023-04-29,2023-04-30
344,SUSU TEPUNG SEGERA EVERYDAY,550 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,20.52781954887218,,,,,20.520454545454545,,,,,,,20.462,,,20.432820512820513,,20.38158333333333,,,
345,SUSU TEPUNG ISIAN KURANG LEMAK 'OMEGA PLUS',600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,33.74212598425197,,,,,33.75719696969697,,,,,,,33.807196969696975,,,33.756439393939395,,33.74172932330827,,,
346,REMPAH KURMA (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,3.5,,,,,3.5,,,,,,,3.5,,,3.5,,3.5,,,
350,SERBUK KARI IKAN BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.507291666666667,,,,,5.50046875,,,,,,,5.50720207253886,,,5.514083769633508,,5.512446808510638,,,
360,SUP BUNJUT ADABI,8 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.4789215686274508,,,,,1.4787128712871287,,,,,,,1.4745,,,1.4748743718592965,,1.4743718592964823,,,
361,SUP PUNJUT MAK SITI,10 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.538888888888889,,,,,1.5411764705882351,,,,,,,1.55,,,1.5466666666666669,,1.55,,,
364,SERBUK CILI BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,7.1175,,,,,7.135149700598802,,,,,,,7.135535714285714,,,7.136726190476191,,7.137852760736196,,,
365,SERBUK KUNYIT CAMPURAN (SEBATIAN) ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,6.182598425196851,,,,,6.17992,,,,,,,6.163846153846153,,,6.1679389312977095,,6.189147286821705,,,
367,SERBUK KUNYIT BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.154375,,,,,5.153205128205128,,,,,,,5.1347826086956525,,,5.136969696969697,,5.134177215189874,,,
368,KACANG TANAH (IMPORT),1kg,BARANGAN KERING,KACANG,9.99,9.99,9.475211267605633,9.99,9.99,9.99,9.99,9.424492753623188,9.49,9.49,9.49,9.49,8.99,8.99,9.03146153846154,8.99,8.99,9.001249999999999,8.99,9.003664122137405,8.99,8.99,8.99
388,KRIMER MANIS CAP JUNJUNG,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,4.448936170212765,,,,,4.439130434782609,,,,,,,4.442222222222222,,,4.416279069767442,,4.435714285714286,,,
716,CILI API/PADI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,27.166666666666668,,,,,26.2,,,,,,,26.291666666666668,,,27.655555555555555,,27.555555555555557,,,
843,ANMUM LACTA (BIASA),650g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,37.9052380952381,,,,,37.915499999999994,,,,,,,37.92947368421053,,,37.85647058823529,,37.815294117647056,,,
845,SOTONG (≥ 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,34.472692307692306,,44.99,39.99,39.99,34.729565217391304,39.99,39.99,44.99,39.99,39.99,39.99,35.2152,37.995000000000005,,35.63708333333333,,35.88136363636364,,,
847,KETAM RENJONG/BUNGA (ANTARA 5 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,38.31666666666667,,,,,40.0,,,,,,,39.483333333333334,,,39.225,,42.980000000000004,,,
849,UDANG PUTIH KECIL (b	% 61 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,24.833333333333332,,,,,25.0,,,,,,,25.0,,,25.166666666666668,,25.8,,,
850,UDANG HARIMAU (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,42.0,,,,,38.5,,,,,,,41.58,,,41.31666666666667,,43.0,,,
861,UBI KENTANG HOLLAND,1kg,BARANGAN KERING,UBI KENTANG,,,4.4526315789473685,,,,,4.4944444444444445,,,,,,,4.438888888888889,,,4.4263157894736835,,4.405555555555555,,,
863,JINTAN MANIS (KASAR),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,2.0104166666666665,,,,,2.028260869565217,,,,,,,2.0595238095238093,,,2.007142857142857,,1.9552631578947368,,,
864,BUNGA CENGKIH,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,7.395833333333333,,,,,7.288461538461538,,,,,,,7.22,,,7.288461538461538,,7.208333333333333,,,
865,BUNGA LAWANG,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,6.545862068965517,,,,,6.485769230769231,,,,,,,6.4192307692307695,,,6.4653846153846155,,6.5600000000000005,,,
866,BUAH PELAGA,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,15.010625000000001,,,,,15.010625000000001,,,,,,,15.258000000000001,,,14.866875,,15.211333333333334,,,
867,BUAH KERAS,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,2.345,,,,,2.302857142857143,,,,,,,2.347857142857143,,,2.347857142857143,,2.493846153846154,,,
868,BUAH PALA,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,4.37,,,,,4.37,,,,,,,4.37,,,4.4625,,4.4625,,,
869,BIJI SAWI,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,1.5230769230769232,,,,,1.5399999999999998,,,,,,,1.5374999999999999,,,1.5374999999999999,,1.5533333333333335,,,
870,BIJI KETUMBAR,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,1.7979310344827586,,,,,1.8117241379310345,,,,,,,1.8407142857142857,,,1.808,,1.8514285714285716,,,
871,LADA HITAM,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,3.855714285714286,,,,,3.868888888888889,,,,,,,3.783703703703704,,,3.9235714285714285,,3.957777777777778,,,
873,LADA PUTIH,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,6.209375,,,,,6.209375,,,,,,,6.334615384615384,,,6.3566666666666665,,6.382142857142857,,,
883,KRIMER MANIS BERVITAMIN CAP F&N,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,4.383392857142857,,,,,4.385363636363636,,,,,,,4.390377358490566,,,4.395566037735849,,4.397352941176471,,,
884,KRIMER MANIS CAP GOLD COIN,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,3.389886363636364,,,,,3.387176470588235,,,,,,,3.38632183908046,,,3.3896511627906976,,3.394367816091954,,,
896,HALBA,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,1.65,,,,,1.6500000000000001,,,,,,,1.653448275862069,,,1.646551724137931,,1.6388888888888888,,,
904,BERAS SUPER CAP RAMBUTAN 5% (IMPORT),10 kg,BARANGAN BERBUNGKUS,BERAS,,,29.59333333333333,,,,,29.7375,,,,,,,29.89375,,,29.943749999999998,,29.98,,,
910,KORDIAL F&N (SIRAP ROS),2 liter,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,10.917959183673469,,,,,
917,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP SAUH)",1kg,BARANGAN BERBUNGKUS,TEPUNG,,,3.661901408450704,,,,,3.664557823129252,,,,,,,3.659795918367347,,,3.6613103448275863,,3.664214285714286,,,
918,MINYAK MASAK PAKET (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,2.5,,2.5,,,,,2.5,2.5,2.5,2.5,,,,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5
919,SUSU TEPUNG PENUH KRIM DUTCHLADY,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,20.694444444444443,,,,,20.70243243243243,,,,,,,20.68457142857143,,,20.703783783783784,,20.71157894736842,,,
929,NESCAFE CLASSIC (PAKET),200 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,20.99731343283582,,,,,
957,SOS CILI KIMBALL,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,3.663266666666667,,,,,3.670580645161291,,,,,,,3.671315789473684,,,3.6754248366013074,,3.6773856209150324,,,
992,BERAS CAP JATI (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,,,26.1125,,,,,26.1125,,,,,,,26.0625,,,26.071428571428573,,26.071428571428573,,,
1070,SOS CILI MAGGI,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,3.9643715846994536,,,,,3.981104972375691,,,,,,,3.9920224719101127,,,3.996477272727273,,4.001052631578948,,,
1081,MACKAREL CAP KING CUP (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,4.0725,,,,,4.13,,,,,,,4.2225,,,4.2225,,4.1579999999999995,,,
1082,MACKAREL CAP AYAM (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,4.7780000000000005,,,,,4.791719745222929,,,,,,,4.807142857142857,,,4.816168831168832,,4.817564102564102,,,
1084,TEH BOH (SERBUK),500 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,11.959523809523809,,,,,
1086,MINYAK JAGUNG CAP DAISY,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,17.5,17.5,17.218928571428574,17.5,17.5,17.5,17.5,17.219651162790697,17.5,17.5,17.5,17.5,17.5,17.5,17.20940476190476,17.5,17.5,17.124886363636364,17.5,17.142235294117647,,,
1087,MINYAK JAGUNG CAP DAISY,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,44.2269696969697,,,,,44.19088235294117,,,,,,,44.19088235294117,,,44.239714285714285,,44.239714285714285,,,
1088,MINYAK JAGUNG CAP MAZOLA,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,47.0,,,,,46.0,,,,,,,46.0,,,46.0,,47.0,,,
1089,MINYAK JAGUNG CAP VECORN,3 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,47.18375,,,,,47.18375,,,,,,,48.01357142857143,,,47.436875,,47.739333333333335,,,
1090,MINYAK JAGUNG CAP VECORN,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,16.9,16.9,17.647321428571427,16.9,16.9,16.9,16.9,17.520535714285714,16.9,16.9,16.9,16.9,16.9,16.9,17.474107142857143,16.9,16.9,17.502727272727274,16.9,17.586363636363636,16.9,16.9,16.9
1091,MINYAK MASAK SEBATIAN CAP HELANG,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,8.78125,,,,,8.78125,,,,,,,8.821428571428571,,,8.8225,,8.783333333333333,,,
1092,MINYAK MASAK SEBATIAN CAP NEPTUNE,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,8.525,,,,,8.525,,,,,,,8.525,,,8.525,,8.525,,,
1093,MINYAK MASAK SEBATIAN CAP PISAU,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,9.138235294117647,,,,,9.058823529411764,,,,,,,9.075,,,9.112903225806452,,9.133333333333333,,,
1094,MINYAK MASAK TULEN CAP BURUH,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8999999999999995,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8999999999999995,6.9,6.9,6.9
1095,MINYAK MASAK TULEN CAP VESAWIT,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,30.9,30.89019607843137,30.9,30.9,30.9,30.9,30.89019607843137,30.9,30.9,30.9,30.9,30.9,30.9,30.891666666666666,30.9,30.9,30.892,30.9,30.892156862745097,30.9,30.9,30.9
1097,SOS CILI MAGGI,500 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,5.314709302325581,,,,,5.333793103448276,,,,,,,5.338971428571428,,,5.355786516853933,,5.359162011173185,,,
1100,MINYAK MASAK TULEN CAP SERI MURNI,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,6.9,,,,,6.900000000000001,,,,,,,6.9,,,6.9,,6.9,,,
1101,MINYAK MASAK TULEN CAP SERI MURNI,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,13.298000000000002,,,,,13.2980198019802,,,,,,,13.296808510638296,,,13.296808510638296,,13.297752808988767,,,
1105,SUSU ANLENE ACTIFIT 3X COKLAT,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,21.055352112676054,,,,,21.048999999999996,,,,,,,21.06042857142857,,,21.093823529411765,,21.08521739130435,,,
1109,TELUR AYAM GRED A,30 biji,BARANGAN SEGAR,TELUR,,,13.8,,,,,13.8,,,,,,,13.8375,,,13.885714285714286,13.5,13.885714285714286,,,
1110,TELUR AYAM GRED B,30 biji,BARANGAN SEGAR,TELUR,,,13.261111111111111,,12.9,12.9,12.9,13.272222222222224,12.9,12.9,,,,,13.28888888888889,12.9,12.9,13.29622641509434,,13.3375,12.9,12.9,
1111,TELUR AYAM GRED C,30 biji,BARANGAN SEGAR,TELUR,,,12.791891891891892,,,,,12.739024390243904,12.3,,12.3,,,,12.681818181818182,,,12.75,,12.829411764705881,12.3,12.3,
1114,SOS TIRAM KIMBALL,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,6.103366336633664,,,,,6.134399999999999,,,,,,,6.1314,,,6.1448484848484854,,6.1388461538461545,,,
1115,KICAP LEMAK MASIN CAP KIPAS UDANG,345ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,5.7595,,,,,5.744607843137255,,,,,,,5.750000000000001,,,5.7535,,5.748969072164949,,,
1116,SOS TIRAM NONA,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,5.828571428571428,,,,,5.8,,,,,,,5.794117647058823,,,5.811940298507462,,5.8014925373134325,,,
1117,SOS TIRAM ADABI,510 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,7.032432432432432,,,,,7.069444444444445,,,,,,,7.067741935483871,,,7.0600000000000005,,7.054838709677419,,,
1125,SERBUK CILI KIJANG,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,6.75,,,,,6.933333333333334,,,,,,,6.949999999999999,,,6.733333333333333,,6.775,,,
1128,LADA BENGGALA HIJAU (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,14.08095238095238,,,,,14.613636363636363,,,,,,,14.808333333333332,,,14.903703703703703,,14.690000000000001,,,
1129,LADA BENGGALA MERAH (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,18.699166666666667,,,,,18.3325,,,,,,,18.035714285714285,,,17.5,,17.433333333333334,,,
1130,LADA BENGGALA KUNING (CAPSICUM),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,19.040833333333335,,,,,19.59,,,,,,,17.208333333333332,,,16.318181818181817,,17.15,,,
1131,UBI KENTANG IMPORT (CHINA),1kg,BARANGAN KERING,UBI KENTANG,2.99,2.99,3.9880314960629923,2.99,2.99,2.99,2.99,3.9622400000000004,2.99,2.99,2.99,2.99,2.99,2.99,3.60936,2.99,2.99,3.6005599999999998,2.99,3.6075384615384616,2.99,2.99,2.99
1132,LIMAU NIPIS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,11.49,11.49,10.804242424242425,14.39,14.39,14.39,14.39,10.957272727272727,10.09,10.09,10.49,10.49,10.19,10.19,10.96030303030303,10.245000000000001,10.49,10.960895522388059,10.49,10.973125,10.49,10.49,10.49
1135,KICAP MANIS ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,4.684375,,,,,4.679527559055119,,,,,,,4.670634920634921,,,4.662204724409449,,4.67603305785124,,,
1136,KICAP MASIN ADABI,340ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,4.528469387755102,,,,,4.523052631578947,,,,,,,4.512268041237113,,,4.5119,,4.529166666666667,,,
1137,SOS CILI THAI LIFE,360g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,4.4224,,,,,4.420188679245284,,,,,,,4.4210101010101015,,,4.42530612244898,,4.444583333333333,,,
1138,SOS TIRAM MAGGI,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,5.6287050359712225,,,,,5.6419565217391305,,,,,,,5.648074074074074,,,5.645642857142857,,5.641911764705882,,,
1139,SOS TOMATO LIFE,330 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,3.607407407407407,,,,,3.6113924050632913,,,,,,,3.6108433734939758,,,3.6102272727272724,,3.623529411764706,,,
1140,MARJERIN PLANTA,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,7.204472049689442,,,,,7.22527950310559,,,,,,,7.224135802469135,,,7.214846625766871,,7.237901234567901,,,
1141,MARJERIN DAISY,240 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,5.266415094339623,,,,,5.266111111111111,,,,,,,5.280550458715597,,,5.2854629629629635,,5.265871559633028,,,
1142,SARDIN CAP ADABI (SOS TOMATO DENGAN CILI),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,8.818061224489796,,,,,8.822842105263158,,,,,,,8.85958762886598,,,8.865773195876288,,8.882,,,
1144,MENTEGA KACANG HALUS LADY'S CHOICE,340 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,13.266029411764706,,,,,13.27323943661972,,,,,,,13.309090909090909,,,13.275,,13.2734375,,,
1145,NESTLE CERELAC BERAS - TIN,500 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,14.662560975609756,,,,,14.687558139534882,,,,,,,14.6835,,,14.694939759036146,,14.692705882352943,,,
1151,SANTAN KELAPA JENAMA AYAM BRAND,1 liter,BARANGAN BERBUNGKUS,SANTAN (KOTAK),,,11.668993710691824,,,,,11.67132911392405,,,,,,,11.686433121019109,,,11.684423076923077,,11.684736842105263,,,
1153,PERENCAH TOM YAM ADABI,40 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,2.093034482758621,,,,,2.0876923076923077,,,,,,,2.084625850340136,,,2.0845205479452056,,2.089166666666667,,,
1355,100 PLUS (ORIGINAL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,4.0,,,3.9786046511627906,,,,,
1367,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,,30.0,,,,,,,30.0,,,30.0,,30.0,,,
1375,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1kg,BARANGAN SEGAR,DAGING,,,19.3,,,,,19.3,,,,,,,19.3,,,19.3,,19.3,,,
1377,DAGING KERBAU IMPORT (INDIA) * (BLADE),1kg,BARANGAN SEGAR,DAGING,,,17.0,,,,,17.4,,,,,,,17.4,,,17.0,,17.0,,,
1378,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1kg,BARANGAN SEGAR,DAGING,,,19.0,,,,,19.0,,,,,,,19.0,,,19.0,,19.0,,,
1396,KUBIS BULAT IMPORT (INDONESIA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,4.0,,,,,4.0,,,,,,,3.5,,,3.5,,3.5,,,
1399,BAWANG PERAI (LEEK) TEMPATAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,7.9,,,,,7.9,,,,,,,7.9,,,7.9,,7.9,,,
1400,BAWANG PERAI (LEEK) IMPORT,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,15.84142857142857,,,,,14.625714285714285,,,,,,,14.482857142857142,,,15.211428571428572,,14.925714285714287,,,
1402,HORLICKS (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,13.2673,,,,,
1412,KUBIS PANJANG CHINA - BESAR,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,6.213571428571429,,,,,6.268461538461539,,,,,,,6.320714285714287,,,6.177857142857143,,6.1146153846153855,,,
1419,KACANG DAL BIASA (INDIA),1kg,BARANGAN KERING,KACANG,,,6.32,,,,,6.32,,,,,,,6.32,,,6.32,,6.32,,,
1420,KACANG DAL MALAVI (INDIA),1kg,BARANGAN KERING,KACANG,,,8.3,,,,,8.271428571428572,,,,,,,8.271428571428572,,,8.3,,8.342857142857143,,,
1422,KACANG DAL (AUSTRALIA),1kg,BARANGAN KERING,KACANG,4.99,4.99,4.825285714285714,4.99,4.99,4.99,4.99,4.8475362318840585,4.99,4.99,4.99,4.99,4.99,4.99,4.813661971830986,4.99,4.99,4.817101449275362,4.99,4.806956521739131,4.99,4.99,4.99
1436,IKAN KERISI (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,17.405882352941177,,,,,17.759333333333334,,,,,,,17.140588235294118,,,17.914615384615384,,18.35363636363636,,,
1437,IKAN SIAKAP (ANTARA 2 HINGGA 4 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,21.375862068965517,,,,,21.392857142857142,,,,,,,21.464285714285715,,,21.91304347826087,,21.66190476190476,,,
1438,IKAN TENGGIRI BATANG (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,43.5,,,,,41.8,,,,,,,43.333333333333336,,,43.333333333333336,,46.0,,,
1440,BAWANG BESAR IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,2.2,2.2,3.9484848484848483,2.2,2.2,2.2,2.2,3.9198019801980197,2.2,2.2,2.2,2.2,2.2,2.2,3.7813725490196077,3.1,2.2,3.753608247422681,2.2,3.7375000000000003,2.2,2.2,2.2
1441,BAWANG BESAR IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,,,3.75,,,,,3.75,,,,,,,3.75,,,3.8,,3.8,,,
1442,BAWANG KECIL MERAH BIASA IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,3.29,3.29,4.5545333333333335,3.29,3.29,3.29,3.29,4.53,3.29,3.29,3.29,,,,4.394520547945206,4.5,3.29,4.338219178082192,3.29,4.329358974358974,3.29,3.29,3.29
1443,BAWANG KECIL MERAH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,,,6.5,,,,,6.5,,,,,,,5.0,,,5.0,,4.0,,,
1444,BAWANG KECIL MERAH IMPORT (MYANMAR),1kg,BARANGAN KERING,BAWANG,,,7.25,,,,,7.25,,,,,,,7.25,,,4.5,,4.5,,,
1445,BERAS CAP FAIZA EMAS (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,,,25.9125,,,,,25.92051282051282,,,,,,,25.92439024390244,,,25.93076923076923,,25.931578947368422,,,
1458,KUBIS BULAT IMPORT (BEIJING),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.49,4.89,5.565263157894736,4.89,4.89,4.89,4.39,5.6466666666666665,4.39,4.39,4.39,4.39,,4.39,5.568333333333333,4.945,4.39,5.555365853658537,,5.641612903225806,,,
1463,KRIMER SEJAT CARNATION,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,4.1088135593220345,,,,,4.14271186440678,,,,,,,4.123157894736842,,,4.128983050847458,,4.123392857142857,,,
1474,BERAS BASMATHI - FAIZA (KASHMIR),5 kg,BARANGAN BERBUNGKUS,BERAS,,,33.01935483870968,,,,,33.15,,,,,,,33.313793103448276,,,33.2,,33.186206896551724,,,
1475,IKAN BAWAL PUTIH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,,,,,,33.0,,,33.0,,,,,
1476,IKAN KEMBUNG (ANTARA 8 HINGGA 12 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,15.5625,,,,,15.365217391304347,,,,,,,14.018181818181818,,,13.930434782608694,,13.59047619047619,,,
1477,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,19.497500000000002,,,,,17.997500000000002,,,,,,,14.495000000000001,,,14.995000000000001,,14.995000000000001,,,
1479,BROKOLI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,10.09,13.012666666666664,,,,,13.123333333333331,11.99,11.99,11.59,11.59,11.59,,13.197560975609756,14.0,,13.024772727272728,,13.004615384615384,,,
1481,KUBIS BUNGA (CAULIFLOWER),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,11.552033898305085,,,,12.59,11.513064516129031,12.59,9.09,9.09,9.09,9.09,9.09,11.229696969696969,10.045,9.09,10.99625,9.09,10.691,9.09,9.09,9.39
1482,KUBIS PANJANG (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.99,3.99,5.765882352941176,3.99,3.99,3.99,4.09,5.636470588235294,4.09,,,,,,5.868333333333333,4.39,4.39,5.777647058823529,4.39,5.7664285714285715,4.39,4.39,
1483,MEE KUNING BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,1.35,1.35,1.6778494623655913,1.35,1.35,1.35,1.35,1.6793684210526314,1.35,1.35,1.35,1.35,1.35,1.35,1.6811458333333331,1.425,1.35,1.6756842105263157,,1.6768539325842697,,,
1484,KUETIAU BASAH (PELBAGAI JENAMA),+-450g,BARANGAN SEGAR,MEE/KUETIAU,1.35,1.35,1.5759420289855073,1.35,1.35,1.35,1.35,1.5759420289855073,,,,,,1.35,1.575217391304348,1.425,1.35,1.5801408450704224,1.35,1.5839130434782607,1.35,1.35,1.35
1485,EPAL HIJAU GRANNY SMITH (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,1.4,,,,,1.4,,,,,,,1.4000000000000001,,,1.4000000000000001,,1.4000000000000001,,,
1486,EPAL MERAH RED DELICIOUS (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,1.4,,,1.4,,1.4,,,
1487,OREN VALENCIA (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,1.3,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,
1489,ASAM JAWA (BERBIJI) PELBAGAI JENAMA,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.5398947368421052,,,,,1.5442268041237113,,,,,,,1.5390217391304348,,,1.5418279569892472,,1.54031914893617,,,
1491,BERAS PULUT THAILAND (SUSU) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,,,6.638076923076923,,,,,6.636666666666667,,,,,,,6.6196363636363635,,,6.595625000000001,,6.692,,,
1492,BERAS PULUT THAILAND (BIASA) PELBAGAI JENAMA,1kg,BARANGAN BERBUNGKUS,BERAS,,,5.7429069767441865,,,,,5.740121951219512,,,,,,,5.730919540229886,,,5.763411764705882,,5.752962962962963,,,
