item_code,item,unit,item_group,item_category,2023-09-01,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15,2023-09-17,2023-09-18,2023-09-19,2023-09-20,2023-09-21,2023-09-22,2023-09-23,2023-09-24,2023-09-25,2023-09-26,2023-09-27,2023-09-29,2023-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.4,9.4,9.4,9.053589743589745,9.4,9.4,9.4,9.4,9.4,8.952250000000001,9.4,9.4,9.4,9.4,,9.001627906976744,9.4,9.4,9.4,8.49,8.49,9.4,9.156136363636364,9.4,9.4,,
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,11.6725,,,,,,11.6725,,,,,,11.738,,,,,,,11.312857142857142,,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,22.5,,,,,,22.496666666666666,,,,,,22.496666666666666,,,,,,,21.744999999999997,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,5.083333333333333,,,,,,5.2,,,,,,5.2,,,,,,,5.1,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.4,7.25,7.25,7.25,7.25,,6.486666666666666,6.29,6.29,7.25,6.19,,6.51875,6.19,6.19,7.29,7.25,7.25,7.25,6.6899999999999995,7.25,,7.25,7.25
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,5.933333333333334,,,,,,5.933333333333334,,,,,,5.933333333333334,,,,,,,6.75,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.5,,,,,,4.5,,,,,,4.5,,,,,,,4.5,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.19,2.19,2.99,3.713529411764706,2.19,2.19,2.99,2.99,2.49,3.905333333333333,2.49,2.49,2.39,2.39,,3.882222222222222,2.19,2.19,2.99,2.99,2.99,2.99,3.921111111111111,2.69,2.69,2.39,2.39
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,8.82,7.39,7.39,6.69,,10.99,8.6675,10.99,10.99,10.99,5.29,,7.445,5.29,5.29,10.99,7.89,7.89,10.99,8.496666666666668,,10.99,,10.99
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,5.375,,,,,,5.375,,,,,,5.333333333333333,,,,,,,5.0,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.326,4.69,4.69,4.69,4.69,,4.417058823529412,4.69,,,4.69,,4.522941176470589,4.69,4.69,4.69,4.69,4.69,4.69,4.439411764705882,4.69,4.69,4.69,4.69
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,17.99,17.99,17.99,17.554285714285715,17.99,17.99,17.99,17.99,17.99,16.252222222222223,17.99,17.99,17.99,10.79,,15.248000000000001,10.79,10.79,17.99,17.99,17.99,,15.912857142857144,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.69,5.69,5.69,6.334545454545455,5.69,5.69,5.69,,5.69,6.380000000000001,,,5.69,5.69,,6.408888888888889,5.69,5.69,5.69,5.69,5.69,5.69,6.687777777777778,5.69,5.69,5.69,5.69
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,26.549444444444443,,,,,,27.180625,,,,,,27.799333333333333,,,,,,,27.561875,,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,10.99,10.99,11.99,11.647407407407409,11.99,,11.99,10.99,10.99,11.562083333333334,,,,,,11.651739130434782,,,,,,,10.906551724137932,,,,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,12.166666666666666,,,,,,12.25,,,,,,12.5625,,,,,,,12.583333333333334,,,,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,33.5,,,,,,33.5,,,,,,34.9,,,,,,,33.45,,,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,30.0,,,,,,30.0,,,,,,30.0,,,,,,,,,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,16.21611111111111,,,,,,16.882777777777775,,,,,,15.994444444444444,,,,,,,16.453333333333333,,,,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,35.725,,,,,,37.8,,,,,,36.25,,,,,,,36.980000000000004,,,,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,35.0,,,,,,39.5,,,,,,36.45,,,,,,,36.45,,,,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,25.5,,,,,,26.0,,,,,,,,,,,,,25.0,,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,18.9,,,,,,,,,,,,18.9,,,,,,,,,,,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,35.333333333333336,,,,,,31.2,,,,,,31.0,,,,,,,33.333333333333336,,,,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,11.981666666666667,,,,,,12.483333333333334,,,,,,12.6,,,,,,,12.5,,,,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,19.81,,,,,,19.935294117647057,,,,,,19.867894736842107,,,,,,,19.105263157894736,,,,
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,12.99,12.99,12.929333333333334,10.99,,12.99,12.99,,13.025428571428572,,,,,,12.758529411764705,12.99,12.99,12.99,12.99,12.99,12.99,12.750967741935483,12.99,12.99,12.99,12.99
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,28.633333333333336,,,,,,27.996666666666666,,,,,,29.0,,,,,,,28.5,,,,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,35.300000000000004,,,,,,38.25,,,,,,38.0,,,,,,,39.0,,,,
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,14.075999999999999,,,,,13.99,14.18074074074074,13.99,13.99,12.99,12.99,,13.781428571428572,13.99,13.99,13.99,13.99,13.99,13.99,13.159333333333333,13.99,13.99,13.99,13.99
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,8.99,8.99,8.99,11.29875,8.99,8.99,8.99,8.99,9.99,11.665555555555557,9.99,9.99,9.99,9.99,,11.498750000000001,9.99,9.99,9.99,8.49,8.49,9.99,11.389,9.99,9.99,9.99,
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,12.0,,,,,,12.0,,,,,,12.0,,,,,,,10.5,,,,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.29,12.29,12.29,13.433947368421054,12.29,12.29,,12.29,12.29,13.304736842105262,12.29,12.29,12.29,12.29,,13.453589743589745,12.29,12.29,12.29,12.29,12.29,12.29,13.647105263157895,12.29,12.29,12.29,12.29
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,16.459666666666667,,,,,,16.675,,,,,,16.557142857142857,,,,,,,16.05526315789474,,,,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.09,14.09,14.09,15.752666666666666,12.69,12.69,14.09,14.49,14.49,15.777096774193549,14.49,14.49,14.49,14.49,,15.661875,12.59,12.59,14.49,14.49,14.49,14.49,15.690000000000001,10.89,10.89,10.69,10.69
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,16.345,17.19,17.19,14.585923076923077,17.19,17.19,17.19,17.19,15.49,14.791031746031747,15.49,15.49,15.49,15.49,,14.958931297709922,13.09,13.09,15.49,15.49,15.49,15.49,15.012781954887219,13.09,13.09,15.49,15.49
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,9.132142857142856,,,,,,9.37857142857143,,,,,,9.208771929824561,,,,,,,9.0215,,,,
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,12.088936170212765,,,,,,12.3588,,,,,,12.246808510638298,,,,,,,12.01086956521739,,,,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,8.643272727272727,,,,,,8.58,,,,,,8.613999999999999,,,,,,,8.572592592592592,,,,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,2.5142857142857142,,,,,,2.4666666666666663,,,,,,2.4666666666666663,,,,,,,2.5142857142857142,,,,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,9.0,,,,,,9.0,,,,,,9.0,,,,,,,9.0,,,,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,8.1,,,,,,8.1,,,,,,8.1,,,,,,,8.1,,,,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,4.305128205128205,,,,,,4.386111111111111,,,,,,4.368421052631579,,,,,,,4.37948717948718,,,,
