item_code,item,unit,item_group,item_category,2023-08-01,2023-08-02,2023-08-03,2023-08-04,2023-08-05,2023-08-06,2023-08-07,2023-08-08,2023-08-09,2023-08-10,2023-08-11,2023-08-14,2023-08-15,2023-08-16,2023-08-17,2023-08-18,2023-08-19,2023-08-20,2023-08-21,2023-08-22,2023-08-23,2023-08-24,2023-08-25,2023-08-26,2023-08-27,2023-08-28,2023-08-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.4,9.4,7.99,7.99,9.4,9.4,8.910540540540541,9.4,8.99,8.69,9.4,9.09952380952381,9.4,9.4,9.4,9.4,9.4,9.2,9.231219512195123,9.4,9.4,8.99,8.99,8.99,9.4,9.136511627906977,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,,,10.8475,,,,,11.081666666666669,,,,,,,10.912857142857144,,,,,,,11.498000000000001,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,18.6,,,,,18.6,,,,,,,18.6,,,,,,,18.6,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,5.166666666666667,,,,,5.277777777777778,,,,,,,5.142857142857143,,,,,,,5.3125,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.431578947368421,7.25,7.25,7.25,7.25,6.482352941176471,6.0,7.25,7.25,,,,6.511764705882353,,7.25,7.25,7.25,7.25,7.25,6.414705882352941,7.25
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.5,,,,,6.5,,,,,,,7.0,,,,,,,6.75,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,4.0,,,,,4.0,,,,,,,4.166666666666667,,,,,,,4.5,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.99,2.99,2.99,2.99,2.99,2.99,3.7408333333333332,2.99,2.99,2.99,,3.5818181818181816,3.595,2.99,2.99,2.99,2.99,2.99,3.6064285714285718,2.39,2.39,2.59,2.59,2.59,2.99,3.512857142857143,2.99
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,7.99,7.99,7.99,7.99,7.99,8.274000000000001,10.99,10.99,8.39,8.39,10.594999999999999,7.39,7.39,10.99,10.99,7.39,7.39,9.592500000000001,7.39,,,,,,10.996,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,5.748333333333334,,,,,5.748333333333334,,,,,,,5.6499999999999995,,,,,,,5.498,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,4.69,4.69,4.69,4.69,4.174761904761905,4.29,4.29,4.49,4.49,4.1884999999999994,4.69,,,4.69,4.69,4.69,4.230526315789473,4.69,4.69,4.39,3.99,3.99,3.99,4.163500000000001,3.99
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,18.099999999999998,17.99,17.99,17.99,17.99,17.225714285714286,10.39,10.39,17.99,17.99,17.99,17.99,17.185,,,10.89,10.89,10.89,,18.015,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,2.6,,,,,,2.6,,,,,,2.6,,,,,,,2.6,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.49,,6.49,6.47,5.69,5.69,5.69,5.69,6.4655555555555555,5.69,5.69,5.69,5.69,5.69,5.69,6.43625,,,5.69,5.69,5.69,5.69,6.380000000000001,5.69
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,7.495,,,,,7.495,,,,,,,6.0,,,,,,,6.0,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,27.732666666666667,,,,,26.999285714285715,28.0,,,,,,27.105,,,,,,,27.169999999999998,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,11.696333333333333,,,,,11.366296296296296,15.0,,,,,,11.496071428571428,,,,,,,11.721851851851852,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,12.322222222222223,,,,,11.983333333333334,13.0,,,,,,12.12857142857143,,,,,,,12.1125,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,35.63333333333333,,,,,14.0,38.0,,,,,,29.633333333333336,,,,,,,24.5,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,30.0,,,,,30.0,,,,,,,,,,,,,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,16.274375,,,,,15.781764705882354,19.0,,,,,,16.020714285714284,,,,,,,16.170714285714286,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,40.475,,,,,35.225,,,,,,,35.225,,,,,,,36.38,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,35.0,,,,,35.5,,,,,,,35.5,,,,,,,35.0,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,26.0,,,,,25.5,,,,,,,25.5,,,,,,,26.0,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,18.9,,,,,18.9,,,,,,,18.9,,,,,,,,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,30.98,,,,,31.3,32.0,,,,,,32.225,,,,,,,34.0,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,13.983333333333334,,,,,11.379999999999999,,,,,,,12.414285714285715,,,,,,,11.98,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,20.3695,,,,,20.389473684210525,20.0,,,,,,20.35238095238095,,,,,,,20.0995,
71,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,12.99,11.49,11.49,11.49,,13.359189189189188,,,14.99,14.99,13.007777777777777,14.495000000000001,12.99,14.99,12.99,12.99,12.99,13.650857142857141,12.99,12.99,14.99,12.99,12.99,12.99,13.399354838709677,12.99
73,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,29.475,,,,,28.95,28.0,,,,,,28.633333333333336,,,,,,,28.5,
78,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,13.0,,,,,13.0,,,,,,,13.0,,,,,,,13.0,
82,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,38.725,,,,,38.63333333333333,42.0,,,,,,36.475,,,,,,,34.0,
83,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,13.99,13.99,13.99,11.49,11.49,,13.407916666666667,13.99,13.99,13.99,13.99,12.956785714285715,15.495000000000001,13.99,13.99,11.99,11.99,11.99,13.343703703703703,11.99,11.99,11.99,11.99,11.99,11.99,13.320869565217391,11.99
87,IKAN HARUAN (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,,,,,,,,,16.0,,,,,,,16.0,,,,,,,,
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.99,9.99,9.99,9.99,9.99,9.99,11.49888888888889,9.99,9.99,9.99,9.99,11.570000000000002,11.245000000000001,9.99,9.99,9.99,9.99,9.99,11.561250000000001,9.99,9.99,9.99,9.99,8.99,8.99,11.165555555555557,8.99
89,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,,,,,,,,,,,,,,,,,,,10.0,,,,,,,8.0,
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.29,12.29,12.29,12.29,12.29,12.29,13.564411764705882,12.29,12.29,12.29,12.29,13.108055555555556,14.645,12.29,12.29,12.29,12.29,12.29,12.948461538461538,12.29,12.29,12.29,12.29,12.29,12.29,12.986216216216217,12.29
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,,16.264193548387098,,,,,16.0871875,,,,,,,16.34060606060606,,,,,,,16.372413793103448,
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.69,15.69,15.69,15.69,15.69,15.69,15.875882352941176,13.19,13.19,15.69,15.69,16.07677419354839,17.095,13.19,15.69,15.69,15.69,15.69,16.38142857142857,15.69,15.69,14.09,14.09,14.09,14.09,16.04774193548387,14.09
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.59,13.59,13.59,14.99,14.99,14.99,14.461333333333334,14.99,14.99,14.99,14.99,14.469016393442622,13.33,14.99,14.99,14.99,14.99,14.99,14.449389312977098,14.29,14.29,17.19,17.19,17.19,17.19,14.53412213740458,14.49
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,,8.81639344262295,,,,,8.99,12.0,,,,,,9.213692307692307,,,,,,,9.00134328358209,
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,,12.097708333333332,,,,,11.71156862745098,,,,,,,11.48392156862745,,,,,,,11.616603773584904,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,,8.404000000000002,,,,,8.724528301886792,12.0,,,,,,8.892592592592592,,,,,,,8.410727272727271,
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,,,,2.538095238095238,,,,,2.4894736842105263,3.0,,,,,,2.54,,,,,,,2.559090909090909,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,,,,10.0,,,,,10.0,,,,,,,10.0,,,,,,,10.0,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,,,,8.1,,,,,8.75,5.5,,,,,,8.1,,,,,,,8.1,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,,,,4.125405405405405,,,,,4.188611111111111,6.0,,,,,,4.123157894736842,,,,,,,4.19972972972973,
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,2.99,2.99,2.99,2.99,2.99,4.9144,1.99,1.99,2.99,2.99,4.902916666666667,1.99,1.99,1.99,1.99,1.99,2.99,4.7504347826086954,2.49,2.49,2.99,2.49,2.49,2.49,4.660833333333334,2.25
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,6.99,6.99,6.99,6.99,6.99,6.99,9.431818181818182,6.99,6.99,6.99,6.99,9.353030303030302,9.495000000000001,6.99,6.99,6.99,6.99,6.99,9.447761194029852,6.99,6.99,7.39,7.39,7.39,7.39,9.43514705882353,7.39
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.29,3.29,3.29,3.29,3.29,3.29,5.217638888888889,,,3.29,3.29,5.282500000000001,6.0,,3.29,3.29,3.29,3.29,5.1888000000000005,,,3.29,3.29,3.29,3.29,5.215822784810126,
112,TERUNG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.59,9.59,9.59,9.59,9.59,9.59,8.230638297872341,9.59,9.59,9.59,9.59,8.281799999999999,12.0,,,9.59,9.59,9.59,8.289230769230768,,9.59,8.19,8.19,8.19,8.19,8.263962264150944,8.19
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.99,3.99,3.99,3.99,3.99,3.99,4.599506172839506,,,,,4.495,4.5,,3.99,3.99,3.99,3.99,4.565357142857143,3.99,3.99,3.49,3.49,3.49,3.99,4.564875,
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.59,8.59,8.59,8.59,8.59,8.59,7.258421052631578,8.59,8.59,8.59,8.59,7.272105263157894,6.863333333333333,8.59,8.59,8.59,8.59,8.59,7.109864864864865,5.29,5.29,5.69,5.69,5.69,,7.164025974025974,
118,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,,,,,,4.575,,,,,4.6000000000000005,4.5,,,,,,4.585714285714286,,,,,,,4.585714285714286,
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,,,,,,,4.434615384615385,,,,,4.452173913043478,4.3,,,,,,4.445833333333334,,,,,,,4.42962962962963,
120,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),10 biji,BARANGAN SEGAR,TELUR,,,,,,,4.1,,,,,4.1,4.1,,,,,,4.1,,,,,,,4.1,
124,TELUR PUYUH,15 Biji,BARANGAN SEGAR,TELUR,,,,,,,4.299230769230769,,,,,4.315833333333333,4.1,,,,,,4.299230769230769,,,,,,,4.326363636363637,
125,TELUR ITIK,10 biji,BARANGAN SEGAR,TELUR,,,,,,,15.0,,,,,15.0,,,,,,,15.0,,,,,,,15.0,
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,4.99,4.99,4.99,4.99,4.99,4.99,5.838850574712644,4.99,4.99,4.99,4.99,5.834709302325581,5.798,4.99,4.99,4.99,4.99,4.99,5.827988505747126,4.99,4.99,4.99,4.99,4.99,4.99,5.854632768361582,4.99
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,,,,,,,7.901000000000001,,,,,7.9144000000000005,7.65,,,,,,7.882025316455697,,,,,,,8.01746835443038,
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,,,,,,13.733333333333333,,,,,13.233333333333334,17.725,,,,,,14.16875,,,,,,,14.379999999999999,
148,IKAN BILIS GRED B (KOPEK),1kg,BARANGAN KERING,HASIL LAUT KERING,29.9,29.9,29.9,29.9,29.9,29.9,25.145833333333332,29.9,29.9,29.9,29.9,24.98076923076923,29.9,29.9,29.9,29.9,29.9,29.9,24.8125,29.9,29.9,29.9,29.9,29.9,29.9,24.58,29.9
