item_code,item,unit,item_group,item_category,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-07,2024-09-08,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-14,2024-09-15,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-21,2024-09-22,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-28,2024-09-29,2024-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.384727272727273,7.49,,,,,9.39,8.799000000000001,8.49,8.49,8.834166666666667,9.39,8.79,8.79,9.39,8.99,8.99,,,9.39,9.064166666666667,8.79,8.79,8.953636363636365,9.39,9.39,8.79,9.161764705882353
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.419999999999998,,,,,,,12.2125,,,12.2125,,,,,,,,,,12.165555555555555,,,,,,,12.165555555555555
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.9,,,,,,,27.9,,,,,,,,,,,,,,,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,25.3,,,,,,,25.2,,,25.2,,,,,,,,,,24.875,,,,,,,24.331666666666667
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.498888888888889,,6.89,6.89,6.89,,,6.65,,,6.545454545454546,,,,,,,,,,5.992307692307692,,,,,,,6.333333333333333
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.517391304347826,,6.89,6.89,6.89,6.89,6.89,6.547777777777777,6.89,6.89,6.482916666666667,5.99,5.99,,6.89,6.99,5.89,,,,6.547586206896551,6.99,6.99,6.0,6.99,6.99,6.99,6.502857142857143
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.333333333333333,,,,,,,5.875,,,6.125,,,,,,,,,,6.1,,,,,,,6.166666666666667
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.066666666666666,,,,,,,4.066666666666666,,,4.066666666666666,,,,,,,,,,3.776,,,,,,,3.656
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.8172727272727274,3.59,3.59,2.59,2.59,2.59,3.19,3.757727272727273,3.19,3.19,3.8354545454545454,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,,3.8383333333333334,,3.19,2.5,,,3.19,3.9095
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,11.768571428571429,,,,,,,11.67,,,11.24,8.49,8.49,9.39,9.39,9.39,9.39,9.39,9.39,9.39,10.787142857142857,9.39,9.39,8.89,8.89,8.89,9.39,10.501428571428573
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.842222222222222,8.19,8.19,8.19,8.19,8.19,8.19,6.453333333333333,8.19,8.19,6.498888888888889,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,6.1816666666666675,,8.19,8.19,8.19,8.19,8.19,6.318
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.468461538461539,,4.7,,,,,4.51516129032258,4.7,4.7,4.572058823529411,,,,4.7,4.7,4.7,4.7,4.7,4.7,4.545625,4.7,4.7,4.7,4.7,4.7,4.7,4.568484848484848
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,18.288999999999998,,,,,,19.99,18.297272727272727,19.99,19.99,18.012307692307694,19.99,19.99,,,,19.99,19.99,19.99,19.99,19.13111111111111,19.99,19.99,,,,,18.68777777777778
