item_code,item,unit,item_group,item_category,2024-01-01,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-06,2024-01-07,2024-01-08,2024-01-09,2024-01-10,2024-01-11,2024-01-12,2024-01-13,2024-01-14,2024-01-15,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-20,2024-01-21,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-27,2024-01-28,2024-01-29,2024-01-30,2024-01-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.537857142857144,9.4,9.4,9.4,9.4,9.4,9.4,9.554318181818182,9.4,9.4,9.4,9.4,9.4,9.4,9.42046511627907,8.795,8.99,8.99,8.99,8.99,8.99,9.2795,8.99,8.99,8.99,,,8.75,9.090238095238096,8.75,9.19
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.278,,,,,,,11.648333333333333,,,,,,,11.648333333333333,,,,,,,11.937999999999999,,,,,,,12.118,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.996666666666666,,,,,,,20.996666666666666,,,,,,,22.2225,,,,,,,20.996666666666666,,,,,,,21.5,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.49875,,,,,,,5.76125,,,,,,,5.454444444444444,,,,,,,5.599,,,4.69,4.69,4.69,4.69,5.79875,6.89,3.99
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.775882352941176,7.25,7.25,7.25,7.25,7.25,7.25,6.911875,,,,,,,6.828823529411765,,,,,,,6.738333333333333,,,5.99,5.99,5.99,5.99,6.854761904761904,7.25,7.25
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.5,,,,,,,6.0,,,,,,,6.666666666666667,,,,,,,6.666666666666667,,,,,,,6.666666666666667,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.475,,,,,,,4.5,,,,,,,4.625,,,,,,,4.375,,,,,,,4.7475000000000005,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.240909090909091,,3.79,,3.79,3.79,3.79,4.241666666666666,3.79,3.79,3.79,3.49,3.49,3.49,4.409000000000001,3.49,3.49,3.49,3.49,3.49,3.79,4.3533333333333335,3.79,3.79,4.09,4.09,4.09,4.09,4.453333333333333,4.69,4.69
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,10.99,14.19,14.19,14.19,14.19,14.19,14.19,14.19,11.29,11.29,11.29,,11.29,11.426666666666668,14.19,14.19,14.19,14.19,10.59,10.59,11.314,10.59,10.59,12.59,12.59,10.59,10.59,11.645,10.59,10.59
