item_code,item,unit,item_group,item_category,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-29,2024-03-30,2024-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.9215625,8.29,9.4,8.99,8.99,8.99,9.4,9.195660377358491,9.4,9.4,9.4,9.4,9.4,9.332916666666668,9.4,9.4,9.4,9.4,9.4,9.4,9.348627450980393,9.4,8.99,,,
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.348333333333334,,,,,,,11.6725,,,,,,12.6475,,,,,,,12.198,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,23.63,,,,,,,22.5975,,,,,,22.5975,,,,,,,22.5975,,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.333333333333333,,,,,,,5.2,,,,,,5.414615384615384,,,,,,,5.106428571428571,,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.4375,7.25,7.25,7.25,7.25,7.25,,6.5375,7.25,7.25,7.25,7.25,7.25,6.547499999999999,7.25,7.25,7.25,7.25,7.25,7.25,6.655263157894737,7.25,7.25,7.25,,7.25
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,6.0,,,,,,6.0,,,,,,,6.0,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.83,,,,,,,3.896,,,,,,3.998,,,,,,,4.163333333333333,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.2263636363636365,1.79,1.79,1.79,1.79,1.79,1.79,3.758666666666666,1.79,2.29,2.29,2.29,2.29,3.9177777777777774,2.29,2.29,2.29,2.29,2.29,2.29,3.6129999999999995,2.29,2.29,2.29,2.29,2.29
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.796666666666667,12.59,12.59,12.59,12.59,12.59,12.59,10.193999999999999,12.59,12.59,12.59,12.59,12.59,11.714,,,,12.59,12.59,12.59,10.856666666666667,,12.59,12.59,,12.59
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.459999999999999,8.19,8.19,8.19,8.19,8.19,8.19,6.665,8.19,8.19,8.19,8.19,8.19,6.0225,8.19,8.19,8.19,8.19,8.19,8.19,5.851111111111111,8.19,8.19,8.19,8.19,8.19
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.3933333333333335,,,,,,4.69,4.500357142857142,,4.69,4.69,4.69,4.69,4.485925925925926,4.69,4.69,4.69,4.69,4.69,4.69,4.41,4.69,4.69,4.69,4.69,4.69
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,16.766666666666666,13.99,13.99,13.99,13.99,13.99,13.99,15.419999999999998,,,,,,16.025,,,,,,,18.65,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.6414285714285715,5.69,5.69,5.69,5.69,5.69,5.69,6.761818181818182,5.69,5.69,4.99,4.99,5.69,7.4079999999999995,5.69,,,,,4.99,7.048,5.69,5.69,5.69,5.69,5.69
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.144,,,,,,,24.999444444444446,,,,,,26.566190476190474,,,,,,,25.937083333333334,,,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.34125,13.89,13.89,13.89,13.89,13.89,13.89,11.254827586206897,13.89,13.89,13.89,13.89,13.89,11.487187500000001,13.89,13.89,13.89,13.89,13.89,13.89,11.40235294117647,13.89,13.89,13.89,13.89,13.89
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.0,,,,,,,10.996666666666668,,,,,,11.7475,,,,,,,10.178,,,,,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,34.63333333333333,,,,,,,34.0,,,,,,32.63333333333333,,,,,,,32.5,,,,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,30.0,,,,,,,30.0,,,,,,30.0,,,,,,,30.0,,,,,
