item_code,item,unit,item_group,item_category,2024-06-01,2024-06-02,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.79,9.79,9.79,9.79,9.79,9.4,9.4,9.4,9.724035087719297,9.4,9.4,9.769473684210526,9.79,9.79,9.99,9.99,9.99,9.99,9.866666666666665,9.99,9.99,9.99,9.39,9.39,9.39
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,,,,,12.238,,,12.365,,,,,,,12.17,,,,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,23.19,23.19,,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,23.19,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,22.828333333333333,,,23.695714285714285,,,,,,,24.778,,,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,4.768461538461539,,,4.6778571428571425,,,,,,,4.768461538461539,,,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,6.6477272727272725,7.25,7.25,6.592499999999999,7.25,7.25,7.25,7.25,7.25,7.25,6.516666666666667,7.25,7.25,7.25,7.25,7.25,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,6.5,,,6.25,,,,,,,6.0,,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,3.5200000000000005,,,3.2475,,,,,,,3.75,,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,3.7522222222222217,4.69,4.69,3.5986666666666665,4.69,4.69,4.69,4.69,4.69,4.69,3.7747058823529414,4.69,4.69,2.99,2.99,2.99,2.99
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,12.59,12.59,,,,12.59,12.59,11.495714285714286,12.59,12.59,12.158750000000001,12.59,12.59,12.59,12.59,12.59,12.59,12.63,12.59,12.59,12.59,12.59,12.59,12.59
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,6.1,,,6.25,,,,,,,6.0,,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.582333333333334,4.69,4.69,4.588571428571428,4.69,4.69,4.69,4.69,4.69,4.69,4.6584375,4.69,4.69,3.49,3.49,4.69,4.69
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,19.8,,,19.8,,,,,,,19.8,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,22.125,,,20.833333333333332,,,,,,,20.25,,,,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,2.55,,,2.55,,,,,,,2.6,,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.69,5.69,,,,,,7.75,,,7.9,,,,,,,8.0,,,,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,7.0,,,7.0,,,,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,23.732380952380954,,,24.24153846153846,,,,,,,24.93730769230769,,,,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,10.8021875,11.99,11.99,10.681282051282052,11.99,11.99,11.99,11.99,11.99,11.99,10.826363636363636,11.99,11.99,11.99,11.99,11.99,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,10.663333333333334,,,10.663333333333334,,,,,,,10.333333333333334,,,,,,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,29.95,,,32.5,,,,,,,30.633333333333336,,,,,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,30.0,,,28.0,,,,,,,30.0,,,,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,13.99,13.99,13.99,14.677368421052632,13.99,13.99,14.014000000000001,13.99,13.99,13.99,13.99,13.99,13.99,14.7935,13.99,13.99,13.99,13.99,13.99,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,37.86125,,,37.98777777777778,,,,,,,37.876666666666665,,,,,,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,35.96666666666667,,,35.96666666666667,,,,,,,35.0,,,,,,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,28.0,,,28.0,,,,,,,,,,,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,,,15.0,,,,,,,,,,,,,
68,IKAN PARI (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,30.475,,,28.666666666666668,,,,,,,27.975,,,,,,
