item_code,item,unit,item_group,item_category,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.495000000000001,9.653108108108109,9.344999999999999,9.1,8.995000000000001,8.995000000000001,9.1,9.19525641025641,8.645,9.195,9.195,8.8,9.045,9.154594594594595,8.545,9.156666666666666,8.395,8.594999999999999,8.594999999999999,8.445,8.99,8.99,8.830909090909092,7.69
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,12.355217391304349,,,,,,12.494782608695653,,,,,,12.441538461538462,,,,,12.582500000000001,,,,12.089090909090912,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,37.63333333333333,,,,,,37.63333333333333,,,,,,37.63333333333333,,,,,,,,,37.63333333333333,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,22.93111111111111,,,,,,22.698571428571427,,,,,,22.49857142857143,,19.5,,,,,,,21.564999999999998,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,2.7,,,,,,2.3,,,,,,2.3,,,,,,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,27.05205882352941,,,,,,26.663870967741936,,,,,,26.20242424242424,,24.0,,,,,,,26.043611111111108,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,8.0,11.9354,9.0,10.0,,,,11.715,,,,,9.0,11.67530612244898,9.0,11.052631578947368,8.0,8.0,10.0,,9.0,,11.432173913043478,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,16.199583333333333,,,,,,16.239333333333335,,,,,,15.2276,,,12.0,12.0,11.0,10.0,,,15.328235294117647,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,14.2375,,,,10.0,,13.181818181818182,,,,,,13.741666666666667,,,,,,,,,14.55,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.0,17.505000000000003,,,,,,17.154516129032256,10.0,11.0,10.0,10.0,10.0,16.7809375,12.0,17.142857142857142,,,,,10.0,10.0,16.642999999999997,
