item_code,item,unit,item_group,item_category,2026-02-01,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-07,2026-02-08,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-14,2026-02-15,2026-02-16,2026-02-19,2026-02-20,2026-02-21,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.4,8.89,9.5,9.5,9.5,9.5,9.5,9.5,9.81972602739726,9.295,9.295,9.856666666666667,9.295,9.295,9.295,9.645,9.645,9.645,9.645,9.895394736842105,9.645,9.645,9.645,9.7,9.7
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.0,12.0,12.0,12.0,12.0,,,,12.273,,,12.276111111111112,,,,,,,,12.264444444444443,,,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,30.0,,,30.0,,,,,,,,30.0,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,23.365555555555556,,,23.555714285714284,,,,,,,,23.864444444444445,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,2.7,,,2.7,,,,,,,,2.7,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,5.0,,,5.0,,,,,,,,5.0,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,25.49923076923077,,,25.61407407407407,,,,,,,,25.638461538461538,,,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,11.647142857142857,9.0,9.0,11.856041666666668,,,,9.0,9.0,9.0,9.0,11.69975,10.0,10.0,9.0,9.0,9.0
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,13.0,16.866,10.0,10.0,16.8032,,,,,,,,16.647407407407407,,,10.0,,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,12.0,12.0,,,13.783333333333333,,,13.669230769230769,,,,,,,,15.216666666666667,,,,,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,13.0,13.0,17.8112,,11.0,17.686315789473685,11.0,,,,15.0,,,18.00344827586207,,13.0,12.0,12.0,11.0
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.39,9.39,8.195,8.195,8.195,8.195,8.195,8.195,10.943999999999999,8.195,8.195,10.761666666666665,8.195,8.195,8.195,8.195,8.195,8.195,8.195,11.011666666666665,8.195,8.195,8.195,7.0,7.0
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,10.49,10.49,10.745000000000001,10.745000000000001,10.745000000000001,10.745000000000001,10.745000000000001,10.745000000000001,14.611333333333333,10.745000000000001,10.745000000000001,14.403552631578949,10.495000000000001,10.495000000000001,10.495000000000001,10.495000000000001,10.495000000000001,10.495000000000001,10.995000000000001,14.519594594594595,11.245000000000001,11.245000000000001,11.645,11.645,11.645
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,20.99,20.99,20.99,20.99,23.99,23.99,23.99,23.99,19.6254,23.99,23.99,19.131785714285716,15.29,15.29,15.29,15.29,15.29,15.29,15.49,18.197592592592596,16.49,16.49,16.49,14.99,14.99
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,10.0,9.0,9.0,8.8,8.5,8.5,19.697343749999998,,,19.0405,,,,8.7,8.7,9.0,8.5,17.753389830508475,8.5,8.5,8.5,10.0,9.5
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.445,6.99,6.995,6.995,7.0,7.0,7.0,6.995,10.76459090909091,6.995,6.995,10.825852534562213,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.613849765258216,7.0,7.0,7.0,7.0,7.0
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.99,8.99,8.99,8.99,8.99,8.99,8.99,8.99,10.273203883495146,8.99,8.99,10.35214953271028,7.495,7.995,7.995,7.495,8.99,8.99,9.99,10.349375,8.245000000000001,7.5,8.745000000000001,8.745000000000001,9.745000000000001
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.89,13.89,11.445,11.445,11.445,7.995,7.995,6.995,12.937954545454545,6.995,6.995,12.588068181818182,6.995,6.995,6.995,6.995,6.995,6.995,6.995,12.0768,,,,,
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.49,9.49,9.49,9.49,9.49,8.495000000000001,8.745000000000001,8.745000000000001,10.11611111111111,8.745000000000001,8.745000000000001,10.154886363636363,9.245000000000001,9.745000000000001,8.745000000000001,8.995000000000001,8.245000000000001,9.49,9.245000000000001,10.154,9.245000000000001,9.495000000000001,9.495000000000001,9.495000000000001,9.495000000000001
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,,,,,,3.158333333333333,,,3.172972972972973,,,,,,,,3.2029411764705884,,,,,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,,,,,,11.416666666666666,,,11.416666666666666,,,,,,,,11.785714285714286,,,,,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,,,,,,10.498750000000001,,,10.432222222222222,,,,,,,,10.432222222222222,,,,,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,3.0,3.2,3.0,3.0,3.0,3.0,4.397534246575343,3.0,3.0,4.444929577464788,2.7,2.7,2.7,2.5,2.5,2.5,2.5,4.117671232876712,2.5,2.5,2.5,2.5,2.5
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,2.99,2.99,2.99,2.99,2.99,2.99,2.49,2.99,5.562285714285714,2.99,2.99,5.530789473684211,2.49,2.49,2.49,2.49,2.49,2.49,2.49,5.38,,,,,
