item_code,item,unit,item_group,item_category,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29,2026-04-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.545,7.395,7.395,7.395,8.195,8.445714285714287,8.445,7.9,8.695,8.4,8.4,8.195,8.822465753424657,8.344999999999999,8.594999999999999,8.745000000000001,8.745000000000001,8.745000000000001,8.745000000000001,9.138354430379747,8.895,8.695,8.695,8.695,8.545,8.3,9.049493670886076,8.545,8.545,8.545
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,,12.479000000000001,,,,,,,12.514736842105263,,,,,,,12.5495,,,,,,,12.260555555555555,,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,35.6,,,,,,,35.6,,,,,,,35.6,,,,,,,35.6,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,24.41333333333333,,,,,,,23.56125,,,,,,,23.908749999999998,,,,,,,23.754285714285714,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,2.7,,,,,,,2.6,,,,,,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,5.0,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,26.620526315789473,,,,,,,25.89939393939394,,,,,,,25.712972972972974,,,,,,,26.596176470588233,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.0,8.0,9.0,9.0,7.0,11.397391304347826,,,7.0,7.0,,,11.139999999999999,8.0,,7.0,7.0,8.0,,10.775599999999999,,,9.0,9.0,,,11.162884615384616,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,15.2668,,,,,,,15.416956521739133,,10.0,,,,,15.222857142857142,,,,,,,15.458636363636362,,,
