item_code,item,unit,item_group,item_category,2026-01-01,2026-01-02,2026-01-03,2026-01-04,2026-01-05,2026-01-06,2026-01-07,2026-01-08,2026-01-09,2026-01-10,2026-01-11,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-17,2026-01-18,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-24,2026-01-25,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-01-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.89,8.895,8.895,9.05,9.471267605633804,9.25,9.25,9.1,9.1,9.2,9.2,9.523802816901409,8.845,8.8,8.845,8.8,9.1,9.1,9.464084507042255,9.25,9.25,9.350000000000001,9.350000000000001,9.350000000000001,9.095,9.609722222222222,9.245000000000001,9.245000000000001,9.643513513513513,9.4,9.4
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,,12.25047619047619,,,,,,,12.186666666666667,,,,,,,12.393333333333333,12.0,12.0,12.0,12.0,12.0,12.0,12.266363636363637,12.0,12.0,12.260833333333332,12.0,12.0
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,30.8,,,,,,,30.8,,,,,,,30.0,,,,,,,30.0,,,30.0,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,22.68777777777778,,,,,,,22.68777777777778,,,,,,,22.465555555555554,,,,,,,22.429,,,23.107999999999997,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,3.6,,,,,,,3.6,,,,,,,3.3,,,,,,,3.1,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,5.0,,,,,,,5.0,,,,,,,5.0,,,,,,,5.0,,,5.0,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,25.39125,,,,,,,26.42,,,,,,,25.824583333333333,,,,,,,25.126666666666665,,,25.279999999999998,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,11.90404255319149,,,,,,,12.090454545454547,9.0,8.0,8.0,,,,12.066734693877551,,,,,,,11.804222222222224,,,11.573571428571428,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,15.702857142857143,,,,,15.0,15.0,16.452666666666666,,,,,12.0,,16.509333333333334,,,,,,,16.48384615384615,,,16.5236,,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,13.357142857142858,,,,9.0,,,14.0,,,,,,,13.079333333333333,,,,,,,13.285,,,14.165555555555555,,
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,18.557096774193546,12.0,12.0,,,13.0,13.0,18.1716,,,11.0,11.0,12.0,,18.245384615384616,,,,,,,17.9653125,14.0,14.0,18.0956,,
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,9.39,8.195,8.195,8.195,10.941052631578946,8.195,8.195,8.195,8.195,8.195,8.195,10.876363636363637,8.195,8.195,8.195,7.0,7.0,,10.7145,8.195,8.195,8.195,8.195,8.195,8.195,10.903636363636364,8.195,8.195,10.862105263157895,8.195,8.195
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.49,10.89,10.89,13.99,14.942911392405064,13.495000000000001,13.99,12.245000000000001,12.245000000000001,12.49,11.745000000000001,14.87,11.0,11.745000000000001,11.0,11.0,11.0,11.0,14.420579710144928,11.49,11.49,10.49,10.49,10.49,10.49,14.641267605633802,10.49,11.245000000000001,14.808375000000002,10.745000000000001,10.745000000000001
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,18.99,17.99,17.99,17.99,19.85302325581395,17.99,17.99,19.99,19.99,19.99,19.99,20.643720930232558,19.99,19.99,18.99,18.99,,,21.461555555555556,22.99,22.99,18.99,18.99,18.99,22.99,21.0814,20.99,20.99,20.725106382978723,20.99,20.99
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,16.0,16.0,17.0,19.369846153846154,17.0,16.0,18.5,18.5,19.5,20.0,20.17235294117647,20.0,20.5,20.0,20.0,20.0,20.0,21.146065573770493,19.0,19.0,18.2,18.2,15.1,,21.628,,,21.370701754385962,,
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.49,8.0,8.0,9.096666666666666,10.984570135746607,8.595,8.595,8.796666666666667,7.493333333333333,7.493333333333333,7.493333333333333,10.972054794520549,8.796666666666667,8.595,7.495,8.963333333333333,8.963333333333333,8.963333333333333,10.926008968609866,8.963333333333333,8.963333333333333,8.963333333333333,8.963333333333333,8.963333333333333,8.963333333333333,10.862747747747749,9.45,8.963333333333333,10.835545454545455,8.963333333333333,9.45
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.19,10.59,10.59,9.393333333333333,11.435686274509804,10.59,11.19,9.726666666666667,9.393333333333333,9.393333333333333,10.06,10.994579439252337,9.396666666666667,8.5,9.729999999999999,10.344999999999999,9.0,9.0,11.2755,9.99,9.99,9.99,9.99,10.99,10.99,10.900961538461539,9.66,9.99,10.846428571428572,8.99,8.99
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,14.99,13.993333333333334,13.726666666666667,13.726666666666667,15.85142857142857,13.094999999999999,13.393333333333333,14.293333333333335,14.293333333333335,14.293333333333335,14.293333333333335,15.810987654320988,14.293333333333335,14.445,12.0,12.0,12.0,12.0,15.391466666666668,11.995000000000001,11.995000000000001,14.995000000000001,14.995000000000001,14.995000000000001,14.995000000000001,15.687999999999999,14.995000000000001,14.995000000000001,14.991499999999998,12.945,12.945
98,KACANG PANJANG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,12.79,10.895,10.995000000000001,11.495000000000001,11.290340909090908,10.745000000000001,11.495000000000001,10.493333333333334,10.493333333333334,10.493333333333334,10.493333333333334,11.292093023255815,9.326666666666666,9.995000000000001,9.995000000000001,10.745000000000001,7.5,7.5,11.149885057471264,11.49,11.49,10.74,11.49,9.493333333333334,10.74,10.456847826086957,10.74,9.74,10.600493827160493,9.74,9.49
101,KELAPA BIJI,1 biji,BARANGAN SEGAR,KELAPA,,,,,3.1766666666666667,,,,,,,3.2483870967741937,,,,,,,3.2235294117647055,,,,,,,3.202857142857143,,,3.1882352941176473,,
102,KELAPA PARUT,1kg,BARANGAN SEGAR,KELAPA,,,,,12.5,,,,,,,12.083333333333334,,,,,,,12.083333333333334,,,,,,,12.083333333333334,,,11.785714285714286,,
103,SANTAN KELAPA SEGAR (BIASA),1kg,BARANGAN SEGAR,KELAPA,,,,,11.29857142857143,,,,,,,11.29857142857143,,,,,,,11.29857142857143,,,,,,,11.29857142857143,,,11.29857142857143,,
104,KUBIS BULAT IMPORT (CHINA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,3.0,3.0,3.2,4.382285714285715,3.495,3.495,3.495,3.495,3.495,3.495,4.262253521126761,3.545,3.545,3.245,3.5,3.5,3.245,4.3308333333333335,3.5,2.995,2.995,3.5,3.5,3.0,4.260985915492959,3.0,2.995,4.301578947368421,3.045,3.5
105,KUBIS BULAT (TEMPATAN),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,,2.49,5.816571428571429,2.49,2.49,2.49,2.49,2.49,2.49,6.0170270270270265,2.49,2.49,,,,,5.723333333333334,2.49,2.49,,,,2.49,5.951666666666666,2.99,2.99,5.814736842105264,2.99,2.99
108,KUNYIT HIDUP,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.99,7.945,7.945,7.945,10.787247706422018,7.945,7.945,7.945,7.945,7.945,7.945,10.891238938053098,7.945,7.945,7.945,7.945,9.0,9.0,10.858928571428573,7.945,7.945,7.945,7.945,7.945,7.945,10.889279279279279,7.945,7.945,10.936545454545454,7.945,7.945
109,LOBAK MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.99,4.095000000000001,3.745,3.9933333333333336,5.275714285714287,3.995,3.995,4.145,4.145,4.145,4.426666666666667,5.238965517241379,4.426666666666667,4.426666666666667,4.645,4.645,4.495,4.495,5.221532846715329,4.326666666666667,4.326666666666667,4.495,3.995,3.995,3.995,5.253851851851851,4.495,4.495,5.294,4.0,4.0
113,TIMUN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,3.79,4.026666666666666,4.026666666666666,3.86,4.906269841269841,3.426666666666667,3.895,3.4933333333333336,3.4933333333333336,3.4933333333333336,3.66,4.888758620689655,3.745,3.745,3.8266666666666667,3.626666666666667,3.995,4.0,4.814852941176471,3.6933333333333334,3.495,2.8,2.8,3.545,3.545,4.539538461538461,3.395,2.5,4.5374809160305345,4.29,
114,TOMATO,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.79,,,,7.060833333333333,5.5,5.5,5.945,5.945,6.595000000000001,7.695,8.325766423357665,6.095000000000001,6.095000000000001,8.344999999999999,8.344999999999999,7.5,8.745000000000001,9.230775193798449,7.726666666666667,7.8933333333333335,7.260000000000001,7.06,7.06,6.595000000000001,8.095234375,6.0,6.3,7.886230769230769,8.8,6.495
119,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),10 biji,BARANGAN SEGAR,TELUR,,,,,,,,,,,,4.3,,,,,,,4.3,,,,,,,4.3,,,4.3,,
