item_code,item,unit,item_group,item_category,2024-05-02,2024-05-03,2024-05-04,2024-05-05,2024-05-06,2024-05-07,2024-05-08,2024-05-09,2024-05-10,2024-05-11,2024-05-12,2024-05-13,2024-05-14,2024-05-15,2024-05-16,2024-05-17,2024-05-18,2024-05-19,2024-05-20,2024-05-21,2024-05-23,2024-05-24,2024-05-25,2024-05-26,2024-05-27,2024-05-28,2024-05-29,2024-05-30,2024-05-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.65,9.65,9.2,9.9,9.223406593406594,9.65,9.100000000000001,9.200000000000001,9.200000000000001,9.200000000000001,9.200000000000001,9.316122448979591,9.200000000000001,9.299999999999999,9.466666666666667,9.466666666666667,9.466666666666667,9.466666666666667,9.504301075268817,9.666666666666666,9.5,9.95,9.5,9.5,9.525789473684211,9.566666666666668,9.566666666666668,9.515555555555554,9.566666666666668
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.6,11.6,11.6,11.618421052631579,11.6,11.6,11.6,11.6,11.6,11.6,11.617,11.6,11.6,11.6,11.6,11.6,11.6,11.587142857142858,11.6,11.6,11.6,11.6,11.6,11.523636363636363,11.6,11.824285714285713,11.283333333333333,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.5,28.5,28.5,28.5,28.233333333333334,,,,,,,28.1,,,,28.5,28.5,28.5,29.04,30.5,30.5,30.5,30.5,30.5,28.183333333333334,30.5,30.5,25.274,30.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,31.5,,,,,,,31.5,,,,,,,31.0,,,,,,31.0,,,31.0,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,28.99,,,,,,,36.4,,,,,,,36.4,,,,,,36.4,,,28.99,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,22.76181818181818,,,,,20.9,20.9,22.6975,,,,,,,22.905833333333334,,,,20.9,20.9,22.80461538461538,20.9,24.5,22.98923076923077,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.9,,3.5,3.5,5.1503571428571435,5.9,5.9,4.9,5.9,3.5,3.5,5.026666666666666,3.5,3.5,3.5,3.5,3.5,3.5,4.831785714285714,3.5,3.5,,,,5.01,3.5,3.7,5.062413793103448,3.7
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.9,6.9,6.9,6.9,6.47969696969697,,6.9,6.5,6.7,5.7,6.9,6.465161290322581,5.7,6.2,6.2,6.2,6.2,6.2,6.358055555555556,5.7,5.7,5.2,5.2,6.1000000000000005,6.331388888888889,6.1000000000000005,5.2,6.295483870967741,6.1000000000000005
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.9,4.9,4.9,4.9,6.138,,,,,,,6.038571428571429,4.9,4.9,4.9,4.9,,,6.228333333333334,,,,,,5.776000000000001,,,6.246666666666667,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,4.636,,,,,,,5.041111111111111,5.5,5.5,5.5,5.5,5.5,5.5,4.887692307692308,5.5,4.5,4.5,4.5,4.5,4.928888888888888,4.5,4.8999999999999995,4.861666666666667,4.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.85,3.85,3.95,3.95,3.470689655172414,4.15,4.5,4.5,4.5,4.2,4.2,3.590847457627119,4.2,4.2,4.2,4.2,4.2,4.2,3.602622950819672,4.05,4.05,5.5,5.5,5.5,3.502916666666667,3.85,3.85,3.5488,3.85
