item_code,item,unit,item_group,item_category,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.495098039215685,9.6,9.466666666666667,9.133761467889908,9.266666666666667,9.95,8.95,8.95,9.266666666666667,9.266666666666667,9.95,9.95,8.780485436893203,10.0,9.95,9.8,9.7,9.7,8.678018867924528,9.7,9.7,9.7,9.7,9.7,9.7,8.743981481481482,9.5,9.7
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.586500000000001,11.6,11.6,11.553809523809523,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.591666666666667,11.6,11.6,11.512142857142859,11.6,11.6,11.834,11.6,11.6,11.6,11.6,11.6,11.6,11.613333333333335,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.531666666666666,30.5,30.5,29.428571428571427,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,29.014285714285712,,,30.174999999999997,,,23.9,,,,,,,28.766666666666666,,
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.5,,,30.5,,,,,,,,,31.65,,,31.65,,,,,,,,,,30.5,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,26.4,,,26.4,,,,,,,,,25.99,,,,,,25.99,,,,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,23.384666666666664,20.9,,23.444615384615382,,,,,,,,,23.510625,,,24.633333333333336,,,23.02333333333333,,,,29.0,29.0,29.0,22.788999999999998,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.229523809523809,5.5,5.5,5.339047619047619,,,5.9,5.9,,,,,5.746190476190476,,3.9,4.9,4.9,5.9,6.205384615384616,,,5.9,5.9,5.9,5.9,6.136923076923077,5.2,5.2
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.405882352941177,6.7,6.7,6.540882352941177,6.5,5.7,4.9,6.1000000000000005,6.433333333333334,6.433333333333334,6.4,6.433333333333334,6.373333333333333,5.7,5.7,5.7,6.433333333333334,6.4,6.457272727272727,7.4,7.4,7.2,7.2,7.2,7.2,6.518205128205128,6.5,6.433333333333334
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.018,,,6.19625,,,,,,,,,6.05875,,,,,,6.478333333333334,,,,,,,6.424285714285714,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.695,4.5,4.5,4.617777777777778,4.5,4.5,,,,,,,4.481428571428571,,,4.938000000000001,,,4.12,,,,,,,4.1971428571428575,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.3593548387096774,2.1,2.1,3.2679104477611944,2.1,,,,,,,,3.3105172413793102,2.2,2.2,4.36,2.2,2.2,3.2596825396825397,2.9,2.9,2.9,3.2,3.2,3.2,3.4603125,3.0,3.0
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.69125,7.5,7.5,8.62857142857143,8.5,6.7,8.7,8.7,7.7,7.7,7.7,6.5,8.558125,6.5,6.5,7.638,6.5,7.7,8.852500000000001,6.9,6.9,6.9,6.9,8.5,8.5,8.696571428571428,7.7,7.7
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.476315789473685,5.9,5.9,6.53952380952381,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,6.290416666666666,7.2,7.2,7.5,7.2,7.2,6.147333333333334,7.2,7.2,,5.9,5.9,5.9,6.532105263157895,5.9,5.9
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.4688888888888885,3.2,3.2,4.4640350877192985,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,4.45125,3.2,3.2,3.2,3.2,3.2,4.479615384615385,3.2,3.2,3.2,3.2,3.2,3.2,4.468214285714286,3.2,3.2
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,29.9,,,29.9,,,,,,,,,,,,,,,,,,,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,22.692,21.85,16.85,21.527142857142856,16.8,26.8,,,,,,,22.062857142857144,19.8,19.8,23.165555555555553,18.85,18.85,19.204166666666666,19.8,19.8,,,,,20.306190476190476,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,1.35,,,1.7300000000000002,,,,,,,,,1.995,,,,,,1.995,,,,,,,1.995,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.83,,,7.094615384615385,,,,,,,,,6.763888888888889,,,,,,6.808125,,,,,,,6.826470588235294,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.633333333333333,,,8.42,,,,,,,8.9,8.9,8.833333333333334,8.9,10.4,10.4,10.4,10.4,9.171428571428573,,11.9,10.5,,,,8.885714285714286,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,26.153181818181817,23.099999999999998,23.099999999999998,26.909555555555556,23.7,24.433333333333334,24.099999999999998,25.099999999999998,23.766666666666666,24.099999999999998,24.7,24.433333333333334,26.619215686274508,24.099999999999998,22.3,25.35,22.3,22.3,25.972105263157893,22.5,23.099999999999998,24.433333333333334,24.099999999999998,22.099999999999998,22.2,26.620217391304347,24.433333333333334,24.7
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.31462962962963,10.65,10.65,11.433584905660378,9.733333333333334,9.733333333333334,9.733333333333334,9.200000000000001,9.8,9.4,9.4,9.200000000000001,11.201311475409836,8.850000000000001,9.350000000000001,10.87142857142857,9.533333333333333,9.533333333333333,10.786538461538461,8.533333333333333,8.533333333333333,8.866666666666667,9.850000000000001,9.850000000000001,10.15,11.011311475409837,8.850000000000001,9.733333333333334
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.076666666666666,,11.9,10.703846153846154,,10.9,10.9,12.9,,,12.9,11.9,11.026428571428571,10.9,12.9,9.966666666666667,11.9,11.9,11.450769230769232,11.9,10.9,12.5,12.5,12.9,8.9,10.868,8.9,12.9
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,31.61933333333333,29.9,29.9,30.524166666666662,29.9,,27.9,,,,,,30.96,,,30.0,,,29.389999999999997,,27.9,27.9,27.9,27.9,,29.44538461538461,,
