item_code,item,unit,item_group,item_category,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-03-30,2024-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.67,9.5,8.933333333333334,8.933333333333334,8.933333333333334,9.033333333333333,9.033333333333333,8.950823529411766,9.5,9.033333333333333,9.033333333333333,9.166666666666666,7.9,9.233333333333334,9.195232558139535,9.4,9.4,9.4,9.233333333333334,9.233333333333334,9.9,9.103777777777777,9.299999999999999,9.200000000000001,8.85,9.200000000000001,9.133333333333333,9.133333333333333
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.878125,11.6,11.6,11.6,11.6,11.6,11.6,11.727058823529413,11.6,11.6,11.6,11.6,,11.6,11.742222222222223,11.6,11.6,11.6,11.6,11.6,11.6,11.666315789473684,11.6,11.6,11.6,,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.44142857142857,28.5,28.5,28.5,28.5,28.5,28.5,28.873749999999998,28.5,28.5,28.5,28.5,,28.5,28.927142857142854,,,,,,,27.93857142857143,,,,,,
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,29.459999999999997,,,,,,,30.793333333333333,,,,,,,32.126666666666665,,,,,,,32.695,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,22.59733333333333,,,,19.9,,,22.855,,,,,,,22.564,,,,,,,22.98153846153846,,,,20.9,20.9,20.9
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.447222222222222,4.0,4.0,4.0,4.0,4.75,4.75,5.681052631578948,4.0,4.0,5.5,5.5,5.5,4.75,5.57,4.75,4.75,4.75,4.75,4.75,5.5,5.692608695652174,4.75,4.75,4.75,5.5,4.75,4.75
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.830000000000001,6.766666666666667,6.766666666666667,6.433333333333334,6.433333333333334,6.9,6.7,6.746451612903226,6.5,6.7,6.5,6.5,,6.5,6.824074074074074,6.433333333333334,6.2,6.4,6.4,5.9,6.7,6.742068965517242,6.2,6.2,5.9,6.433333333333334,6.2,6.2
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.4350000000000005,,,,,,,6.075555555555556,,,,,,,6.325714285714286,,,,,,,6.325714285714286,,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.7725,5.5,5.5,5.5,5.5,5.5,5.5,4.662222222222223,5.5,5.5,5.5,5.5,,5.5,4.095714285714286,5.5,5.5,5.5,5.5,5.5,5.5,3.7159999999999997,5.5,5.5,5.5,,,
