item_code,item,unit,item_group,item_category,2024-09-01,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-07,2024-09-08,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-14,2024-09-15,2024-09-17,2024-09-18,2024-09-19,2024-09-20,2024-09-21,2024-09-22,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-28,2024-09-29,2024-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.35,8.124623655913979,9.2,9.2,9.2,9.2,9.2,8.566666666666666,8.390825688073395,8.496666666666668,8.496666666666668,8.472636363636363,8.496666666666668,7.75,8.333333333333334,8.866666666666667,9.1,8.9,9.1,9.1,9.0,8.827428571428571,9.166666666666666,9.0,9.14,9.0,9.7,9.7,8.807452830188678
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.54277777777778,11.6,11.6,11.6,11.6,11.6,11.6,11.447777777777778,11.6,11.6,11.508,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.503157894736843,11.6,11.6,11.6,11.6,11.6,11.6,11.503157894736843
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,30.5,28.74142857142857,30.5,30.5,30.5,30.5,30.5,30.5,28.865,30.5,30.5,28.261249999999997,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,28.865,30.5,30.5,30.5,30.5,30.5,30.5,28.298571428571424
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,31.65,,,,,,,31.65,,,31.65,,,,,,,,,,31.65,,,,,,,31.65
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,22.934736842105263,,,,21.9,21.9,21.9,23.071578947368423,,,23.018947368421053,,,,,,,,,19.9,23.018947368421053,,,,,,19.9,22.96157894736842
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,6.74764705882353,7.5,7.5,7.5,7.5,5.5,5.5,6.505000000000001,6.9,6.9,6.310344827586207,6.9,6.9,,,,,,,6.9,6.425666666666667,6.945,6.5,6.5,6.5,,,6.3675
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.5,6.6691666666666665,6.900000000000001,6.900000000000001,6.900000000000001,6.900000000000001,6.9,6.9,6.591428571428572,6.9,5.9,6.574358974358975,7.9,7.9,7.9,7.7,6.7,7.5,7.7,7.1000000000000005,6.7,6.7042857142857155,6.796666666666667,6.7,7.0,6.7,6.7,6.7,6.662000000000001
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,6.40875,,4.9,4.9,,3.9,3.9,6.031818181818181,3.9,3.9,6.217777777777778,,,3.9,,,3.9,3.9,,,6.195,7.99,,,,,,6.184444444444445
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,4.608,6.5,6.5,6.5,6.5,6.5,6.5,4.38,,,4.546666666666667,,,,,,,,,,4.967142857142858,,,,,,,4.507777777777778
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,3.8576785714285715,2.3,2.3,2.3,2.3,2.3,2.3,3.738947368421053,2.3,2.3,3.7713793103448277,2.3,2.3,2.3,2.3,,,,2.3,2.3,3.540769230769231,2.795,2.3,2.3,2.5,2.5,2.5,3.491481481481481
