item_code,item,unit,item_group,item_category,2024-02-01,2024-02-02,2024-02-03,2024-02-04,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-17,2024-02-18,2024-02-19,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-24,2024-02-25,2024-02-26,2024-02-27,2024-02-28,2024-02-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.23,9.23,9.23,9.945,8.944675324675325,9.33,9.33,9.33,9.33,9.044500000000001,9.2225,9.23,9.096666666666666,9.096666666666666,9.096666666666666,8.859506172839506,9.5,9.745000000000001,9.745000000000001,9.745000000000001,9.745000000000001,9.745000000000001,8.658181818181818,9.745000000000001,9.5,8.658823529411764
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.6,11.6,11.6,11.760625,11.6,11.6,11.6,11.6,11.687368421052632,11.6,11.6,11.6,11.6,11.6,11.687368421052632,11.6,11.899999999999999,11.6,11.6,11.6,11.6,11.724444444444444,11.6,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.5,28.5,28.5,28.5,28.87375,28.5,28.5,28.5,28.5,28.58428571428571,28.5,28.5,28.5,28.5,28.5,29.123749999999998,28.5,28.5,28.5,28.5,28.5,28.5,28.76125,28.5,28.5,28.5
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,36.4,,,,,36.4,,,,,,31.195,,,,,,,31.195,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,22.143846153846155,,,,,21.805454545454545,,,,,,21.96857142857143,,,,19.9,19.9,19.9,21.99785714285714,19.9,19.9,19.9
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.95,3.95,3.95,3.9,5.461363636363637,4.5,4.5,4.5,3.9,5.417857142857143,,,,,5.9,5.541,4.0,4.95,4.0,4.0,4.0,4.0,5.474117647058824,4.0,4.0,4.0
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.0,7.0,7.0,7.0,6.95945945945946,6.633333333333333,6.2,6.633333333333333,6.633333333333333,6.951428571428571,7.3,6.5,6.5,6.5,7.0,6.781875,,6.7,6.7,6.7,6.633333333333333,6.633333333333333,6.791612903225807,6.633333333333333,6.633333333333333,6.68
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,6.361818181818182,,,,,6.096666666666667,,,,,,5.979090909090909,,,,,,,6.238,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,4.758,5.5,5.5,5.5,5.5,4.95,5.5,5.5,5.5,5.5,5.5,4.797142857142857,5.5,5.5,5.5,5.5,5.5,5.5,4.68,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.1,3.1,4.5,4.5,4.943928571428572,3.1,3.1,3.1,3.1,4.968,4.99,3.9,3.9,3.9,3.9,4.7006250000000005,,3.9,3.2,3.2,3.2,3.2,4.5564,2.9,2.9,4.017999999999999
