item_code,item,unit,item_group,item_category,2024-06-01,2024-06-02,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,10.0,9.95,9.566666666666668,9.566666666666668,9.566666666666668,9.566666666666668,9.4,9.4,9.627425742574257,9.4,9.4,9.693163265306124,9.4,9.4,9.4,8.8,9.4,9.766666666666667,9.766666666666667,9.766666666666667,9.766666666666667,9.768556701030928,9.766666666666667,9.766666666666667,9.766666666666667,9.766666666666667,10.25,10.25
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,,11.6,11.6,11.6,11.6,11.6,11.644285714285715,11.6,11.6,11.642272727272728,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.572380952380954,11.6,11.6,11.6,11.6,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,30.5,30.5,30.5,30.5,30.5,28.3,,30.5,28.571428571428573,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,29.428571428571427,30.5,30.5,30.5,30.5,30.5,30.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,31.0,,,31.0,,,,,,,,,,30.5,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,20.9,,,,,,,22.87642857142857,,,22.817333333333334,,,,,,,,,,22.76142857142857,20.9,20.9,20.9,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.7,3.7,3.5,3.5,3.5,,,,5.047586206896551,3.9,3.9,4.839666666666667,3.9,3.9,3.9,,3.9,3.9,3.9,4.5,4.2,4.85875,4.2,4.2,4.2,4.7,5.5,5.5
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.9,6.9,5.9,6.336578947368421,6.2,6.2,6.38,7.9,5.9,5.9,,,,6.5,4.5,5.5,6.421142857142858,6.275,6.433333333333334,7.2,7.2,7.2,6.7
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,6.37,,,6.445,,,,,,,,,,6.2,,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.5,4.5,4.5,4.5,4.5,4.2425,4.5,4.5,4.28125,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.316666666666666,4.5,4.5,4.5,4.5,4.5,4.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,2.4,3.95,3.95,3.95,3.95,3.95,3.4646296296296297,4.2,4.2,3.4303636363636367,4.2,2.6,2.6,2.6,2.6,2.5,2.5,2.4,2.4,3.3762499999999998,2.3,2.3,2.3,2.3,2.3,2.3
