item_code,item,unit,item_group,item_category,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.521428571428571,7.300487804878049,7.355697674418605,7.3544329896907215,7.551960784313725,7.549347826086956,7.573725490196078,7.625490196078431,7.655,7.6856310679611655,7.621944444444444,7.585428571428571,7.591650485436893,7.636019417475728,7.816666666666666,7.8263461538461545,7.825940594059405,7.832178217821782,7.839714285714285,7.8431428571428565,7.8114150943396226,7.640373831775701,7.437281553398058,7.3549999999999995,7.355294117647059,7.388526315789473,7.434583333333333
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,11.470277777777778,11.473513513513513,11.375,11.403142857142857,11.405833333333334,11.442368421052631,11.471315789473683,11.471315789473683,11.47921052631579,11.41025641025641,11.426578947368421,11.413783783783783,11.32162162162162,11.351428571428572,11.307179487179488,11.261212121212122,11.25294117647059,11.352368421052631,11.340540540540541,11.381081081081081,11.345675675675675,11.394571428571428,11.340000000000002,11.358484848484848,11.43837837837838,11.444999999999999
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,28.650714285714283,,,28.534666666666666,,,,,,,,,28.46404761904762,,,,,,,27.548536585365852,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,47.615,,,47.615,,,,,,,,,48.365,,,,,,,47.615,
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,26.302941176470586,,,26.553333333333335,,,,,,,,,26.699999999999996,,,,,,,26.67705882352941,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,4.50972972972973,,,4.599722222222223,,,,,,,,,4.657,,,,,,,4.7250000000000005,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.649130434782609,,,6.789199999999999,,,,,,,,,6.989615384615385,,,6.59,,,,7.093500000000001,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.807857142857143,,,6.759166666666666,,,,,,,,,6.930909090909092,,,,,,,7.266,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,4.7753125,,,4.7694117647058825,,,,,,,,,4.824074074074074,,,,,,,4.713125,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,3.17468085106383,,,3.195909090909091,,,,,,,,,3.1345454545454547,,,2.19,,,,3.479,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,11.305925925925926,,,11.06,,,,,,,,,13.266111111111112,,,,,,,12.540000000000001,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,4.8525,,,4.675,,,,,,,,,5.205517241379311,,,3.69,,,,5.2,
