item_code,item,unit,item_group,item_category,2023-12-01,2023-12-02,2023-12-03,2023-12-04,2023-12-05,2023-12-06,2023-12-07,2023-12-11,2023-12-12,2023-12-16,2023-12-17,2023-12-18,2023-12-19,2023-12-20,2023-12-21,2023-12-22,2023-12-23,2023-12-24,2023-12-26,2023-12-27,2023-12-28,2023-12-29,2023-12-30,2023-12-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.45,8.933333333333334,8.933333333333334,8.860161290322582,9.45,9.5,8.988,8.922500000000001,9.0,9.0,9.033333333333333,9.09,9.233333333333334,9.233333333333334,9.141718749999999,9.233333333333334,9.233333333333334,9.233333333333334,9.05,9.05,8.7,9.05,9.4,8.95
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.6,11.6,11.774285714285716,11.6,11.6,11.6,11.7935,11.6,11.6,11.6,11.751052631578949,11.6,11.6,11.67,11.795,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,26.674,,,,26.595,,28.5,28.5,26.978333333333335,28.5,28.5,26.978333333333335,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,25.9,,,,25.9,,,,25.9,,,,,,,,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,36.4,,,,36.4,,,,36.4,,,36.4,,,,,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.9,19.9,19.9,22.28230769230769,,,21.0,22.522499999999997,,,,22.405384615384612,18.9,18.9,22.405384615384612,,,,,,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.2,4.5,4.5,5.474736842105264,,,5.73,5.373846153846154,4.9,4.9,5.9,5.395909090909091,4.7,4.7,5.221500000000001,4.7,4.7,4.7,4.7,4.7,4.7,4.7,,3.5
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.0,7.0,7.0,6.8172727272727265,6.5,6.5,6.997142857142857,6.9276470588235295,7.5,7.5,7.5,6.912857142857142,7.5,7.5,7.0488,7.5,7.5,7.5,6.5,,6.5,6.5,7.5,7.0
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.8475,,,6.995,6.7,,,,6.886666666666667,,,6.875555555555556,,,,,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,4.053333333333334,4.2,4.2,4.2,4.13375,4.2,4.2,,4.05875,,,3.994444444444445,,,,,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.9,2.9,2.9,3.495357142857143,2.9,2.9,3.685,3.5505000000000004,,2.9,2.9,3.683666666666667,3.2,3.2,3.6754545454545458,3.2,3.2,3.5,3.7,3.7,3.7,3.8,4.2,4.2
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.8,10.8,8.350000000000001,8.942666666666668,8.350000000000001,8.350000000000001,8.233333333333334,9.27923076923077,8.850000000000001,6.9,8.850000000000001,9.269333333333332,9.200000000000001,9.200000000000001,9.330714285714285,9.350000000000001,9.350000000000001,6.9,5.9,5.9,5.9,5.9,7.5,7.5
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.9,5.9,5.9,6.70875,5.9,5.9,5.9,6.837999999999999,5.9,5.9,5.9,7.135,6.5,6.5,6.917,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.4450000000000003,2.9,2.9,4.234594594594594,2.9,2.9,4.011428571428572,4.438387096774194,2.9,2.9,2.9,4.505151515151515,2.9,2.9,4.5375,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,12.9,10.9,10.9,15.649523809523808,14.9,13.850000000000001,13.850000000000001,16.803125,,12.850000000000001,12.850000000000001,14.902105263157894,12.850000000000001,12.8,14.49095238095238,15.9,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.282,,,6.098000000000001,6.440625,,,,6.43375,,,6.389230769230769,,,,4.9,4.9,4.9,4.9,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,7.66,,,7.995,6.99,,,,7.993333333333333,,,8.495000000000001,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,24.2,27.0,26.3,27.309459459459458,24.7,24.766666666666666,27.4,26.995172413793103,23.2,22.7,,28.252187499999998,21.9,28.9,27.97888888888889,24.3,23.5,23.96666666666667,22.2,22.2,22.2,23.433333333333334,25.633333333333336,24.633333333333336
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.533333333333333,9.533333333333333,9.533333333333333,11.61575,8.933333333333334,9.066666666666668,11.676666666666668,11.664864864864866,11.1,10.15,9.4,11.327297297297298,9.733333333333334,9.733333333333334,11.580243902439024,9.65,9.8,9.850000000000001,9.8,9.8,9.200000000000001,8.850000000000001,10.200000000000001,9.8
