item_code,item,unit,item_group,item_category,2023-06-01,2023-06-02,2023-06-03,2023-06-04,2023-06-06,2023-06-07,2023-06-08,2023-06-09,2023-06-10,2023-06-11,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-17,2023-06-18,2023-06-19,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-24,2023-06-25,2023-06-26,2023-06-27,2023-06-28,2023-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.373620689655173,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.370727272727274,9.15,9.15,9.15,9.15,9.15,9.15,9.364150943396227,9.15,9.15,9.15,9.15,9.15,9.15,9.365454545454545,9.15,9.15,9.15
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.899000000000001,,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,11.306818181818182,10.8,10.8,10.8,10.8,10.8,10.8,11.363,10.8,10.8,10.8,10.8,10.8,10.8,11.363,10.8,10.8,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,32.0,,,,,36.8,36.8,36.8,36.8,36.8,33.78,36.8,36.8,36.8,36.8,28.5,28.5,33.077999999999996,28.5,28.5,28.5,28.5,28.5,28.5,33.46666666666667,28.5,,28.5
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,47.9,,,,,,,47.9,,,,,,,47.9,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,21.576,,,,,,,,,,22.189230769230768,,,,,,,22.419999999999998,,,,,,,22.189230769230768,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.9975000000000005,,,,,,4.9,4.9,,,5.8549999999999995,,,,,5.9,5.9,5.8405000000000005,5.9,5.9,,,,,5.880909090909091,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.3324,5.5,5.5,5.5,5.5,5.5,4.9,4.9,5.9,5.9,6.267692307692308,5.9,5.9,5.9,5.9,5.9,5.9,6.246666666666666,5.9,5.9,5.9,5.9,5.9,5.9,6.277916666666667,5.9,5.9,6.9
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.784285714285715,7.5,7.5,7.5,7.5,,5.5,5.5,5.5,5.5,6.468571428571429,5.5,,,5.5,5.5,5.5,5.918,,,,,,,6.3225,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.8,,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,4.464444444444444,4.5,4.5,4.5,4.5,4.5,4.5,4.426,4.5,4.5,4.5,4.5,4.5,4.5,4.244,4.5,4.5,4.5
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.3855172413793104,,,,2.9,2.9,2.9,2.9,2.9,2.9,3.508918918918919,2.9,2.9,2.9,2.9,2.9,2.9,3.6714634146341463,2.9,2.9,2.9,2.9,2.9,2.9,3.7238461538461545,2.9,2.9,2.9
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.173846153846155,8.2,8.966666666666667,8.966666666666667,8.299999999999999,6.9,8.4,8.4,7.7,8.5,9.106875,7.5,7.5,5.9,7.4,7.4,8.233333333333334,8.9795,7.900000000000001,7.233333333333334,9.9,9.9,7.7,7.7,9.10875,6.7,7.866666666666667,7.866666666666667
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.727777777777778,,9.2,9.2,6.85,4.5,4.5,4.5,4.5,4.5,6.587894736842105,7.25,7.25,7.25,7.25,7.25,7.25,6.264117647058824,7.25,7.25,7.25,7.25,7.25,7.25,6.260833333333333,7.25,7.25,7.25
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.406315789473684,3.9,3.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.4185,3.5,3.5,3.5,3.5,3.5,3.5,4.39825,4.0,4.0,4.5,4.5,4.5,4.5,4.438974358974359,3.5,3.5,3.5
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,21.485555555555557,,,,,,,28.9,28.9,28.9,22.19076923076923,28.9,28.9,28.9,24.8,24.8,24.8,22.95133333333333,24.8,,,,,,22.719473684210524,24.8,24.8,24.8
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,2.49,,,,,,,,,,2.49,,,,,,,2.49,,,,,,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.097777777777778,,,,,,,,,,6.686,,,,,,,6.570833333333333,3.9,3.9,3.9,3.9,3.9,3.9,6.275333333333333,3.9,3.9,3.9
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.3725,,,,,,,,,,8.745000000000001,,,,,,,9.134,,,,,,,8.416,7.5,7.5,7.5
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,29.7388,22.9,26.45,24.45,23.599999999999998,24.0,24.0,22.95,22.95,22.95,28.958148148148148,22.95,26.266666666666666,22.95,22.95,22.933333333333334,22.933333333333334,29.18535714285714,21.9,21.9,21.9,24.9,24.9,24.9,29.872666666666664,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.1596875,9.4,10.9,10.9,9.9,10.2,10.2,10.2,9.4,9.4,12.195384615384615,9.9,9.4,10.2,10.2,9.4,9.9,12.095,8.850000000000001,10.65,10.65,10.65,10.65,10.65,12.025348837209304,8.9,9.9,9.9
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.988181818181818,13.5,,9.9,9.9,,,,12.9,12.9,13.060909090909092,13.9,14.5,14.5,9.9,12.9,12.9,12.716666666666667,,11.9,,,,11.9,12.5775,,,12.5
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,32.9475,36.9,36.9,36.9,36.9,36.9,36.9,,,,34.86666666666667,,,,,,,34.027142857142856,,,,,,,34.21,,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,25.23333333333333,20.9,20.9,24.9,24.9,26.9,26.9,24.9,24.9,24.9,25.4,24.9,24.9,24.9,24.9,24.9,24.9,23.599999999999998,24.9,24.9,26.9,24.9,24.9,24.9,23.599999999999998,,24.9,26.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,17.078846153846154,17.3,13.9,12.566666666666668,14.933333333333332,16.433333333333334,14.966666666666667,14.966666666666667,11.966666666666667,13.433333333333332,17.074333333333335,12.1,14.1,15.575,13.299999999999999,13.7,14.7,16.105,13.133333333333333,14.95,13.6,15.133333333333333,15.133333333333333,14.933333333333332,15.969999999999999,14.95,14.95,15.95
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,40.86666666666667,,,36.9,36.9,36.9,39.9,,,,41.1975,,39.9,39.9,39.9,39.9,39.9,40.93625,39.9,39.9,,,,,41.281666666666666,,,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,31.197499999999998,,,,,,,,,,30.374000000000002,,,,,29.9,,30.22,,,,29.9,29.9,,30.156,29.9,29.9,29.9
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,23.0,,,,,,,,,,21.994999999999997,,,,,,,20.93,,,,,,,18.9,,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,14.8,,15.9,15.9,13.9,13.9,13.9,11.5,11.5,11.5,13.15,10.5,10.5,10.5,10.5,15.5,,15.5,15.5,15.5,,,18.9,,,,,
