item_code,item,unit,item_group,item_category,2023-08-01,2023-08-02,2023-08-03,2023-08-04,2023-08-05,2023-08-06,2023-08-07,2023-08-08,2023-08-09,2023-08-10,2023-08-11,2023-08-12,2023-08-13,2023-08-14,2023-08-15,2023-08-16,2023-08-17,2023-08-18,2023-08-19,2023-08-20,2023-08-21,2023-08-22,2023-08-23,2023-08-24,2023-08-25,2023-08-26,2023-08-27,2023-08-28,2023-08-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.195,8.99,8.99,8.99,8.99,9.195,8.376290322580646,8.245000000000001,8.495000000000001,8.495000000000001,8.963333333333333,8.963333333333333,8.745000000000001,8.916181818181817,9.063333333333333,8.745000000000001,8.963333333333333,8.963333333333333,8.963333333333333,8.963333333333333,9.01514705882353,8.594999999999999,8.445,,8.445,8.99,8.295,8.74,8.295
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,10.8,10.8,10.8,10.8,10.8,10.8,11.3565,10.8,10.8,10.8,10.8,10.8,10.8,11.401428571428571,10.8,10.8,10.8,10.8,10.8,10.8,11.401428571428571,10.8,10.8,10.8,10.8,10.8,10.8,11.385789473684211,10.8
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,31.761666666666667,36.8,36.8,36.8,36.8,36.8,36.8,30.318,,,,36.8,36.8,36.8,31.265,,,,,,,34.4475,36.8
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,18.9,18.9,18.9,18.9,18.9,18.9,22.654999999999998,18.9,18.9,18.9,,,,22.943846153846152,,,,21.5,21.5,21.5,22.513076923076923,,,,,,21.5,22.482307692307693,21.5
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.5,,,,,,6.13875,,,,,,,6.045,6.136,5.9,5.9,5.9,5.9,5.9,6.278181818181818,6.5,6.5,,6.9,6.9,6.9,6.108125,6.9
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.5,6.5,6.5,6.5,,7.5,6.665238095238095,7.5,,,,,6.5,6.648333333333333,6.571428571428571,,7.5,7.0,7.0,7.0,6.640416666666667,7.5,,6.5,6.5,7.0,6.5,6.711739130434783,6.5
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.612857142857143,,,,,,,6.266666666666667,6.25,,,,,,6.38,,,,,,,6.9725,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.5,4.5,4.5,4.5,4.5,4.5,4.1975,4.5,4.5,4.5,4.5,4.5,4.5,4.4816666666666665,4.8,4.8,4.8,4.8,4.8,4.8,4.217777777777778,4.2,4.2,4.2,5.0,5.0,5.0,4.1075,5.0
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,1.9,1.9,2.9,2.9,1.9,1.9,3.266451612903226,1.9,,,2.7,2.7,2.7,3.271,3.2542857142857144,2.7,2.7,2.7,2.7,2.6,3.4140540540540543,2.6,2.6,,2.6,2.6,2.6,3.3889473684210527,2.49
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.2,7.2,7.2,7.2,7.35,7.35,8.695416666666667,8.066666666666666,8.066666666666666,8.066666666666666,8.266666666666667,8.266666666666667,8.65,9.071,7.837999999999999,7.966666666666666,8.166666666666666,7.5,7.5,7.6,8.64576923076923,7.6,7.6,9.2,7.6,7.966666666666666,7.0,8.683076923076923,7.0
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,4.5,4.5,4.9,4.9,4.9,4.9,6.453333333333333,4.9,4.9,4.9,5.9,5.9,5.9,6.635,5.696666666666666,5.9,5.9,5.9,5.9,5.9,7.015000000000001,7.2,7.2,8.5,7.2,7.2,7.2,6.406666666666667,5.9
