item_code,item,unit,item_group,item_category,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-21,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-27,2025-04-28,2025-04-29,2025-04-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,8.96,9.092,9.11,8.965714285714286,8.965714285714286,9.24962962962963,8.85142857142857,8.722857142857142,8.722857142857142,8.58,8.465714285714286,8.422857142857143,8.857981651376146,9.0475,9.0475,9.0475,9.0475,9.0475,8.578333333333333,8.70891891891892,8.811666666666667,8.894,8.680000000000001,8.680000000000001,9.436,9.159080459770115,9.048235294117646,9.122857142857143
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.6,11.6,11.6,11.6,11.6292,11.6,11.6,11.6,,11.6,11.6,11.493461538461538,11.6,11.6,11.6,,11.6,11.6,11.558846153846154,11.6,11.6,,11.6,,11.463703703703706,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.99,27.99,27.99,27.99,27.99,29.936923076923076,27.99,27.99,27.99,27.99,27.99,,30.528999999999996,,27.99,27.99,27.99,27.99,27.99,29.553333333333335,27.99,28.895,28.895,28.895,28.895,29.398571428571426,28.157999999999998,28.096666666666664
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,31.394999999999996,,,,,,,31.394999999999996,,,,,,,32.8,,,,,,31.394999999999996,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,29.99,29.99,29.99,29.99,29.99,29.99,28.99,28.99,28.99,28.99,28.99,28.99,28.99
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,19.99,20.49,20.49,20.66,20.49,21.482105263157894,21.49,22.49,23.49333333333333,22.595,22.49,22.49,22.659,22.595,22.595,22.595,22.595,21.626666666666665,21.626666666666665,22.57375,22.595,21.293333333333333,22.345,22.345,22.095,22.43578947368421,22.095,22.826666666666664
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,5.2,5.2,5.2,5.004848484848485,5.2,5.2,5.2,5.2,5.2,5.2,5.0770967741935475,5.2,6.5,6.5,6.5,6.5,5.2,5.082285714285714,5.2,3.9,5.2,5.2,5.2,5.1225000000000005,5.08375,5.2
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.2,4.945,5.13,5.875,5.875,6.122272727272727,6.0,6.225,6.225,6.178,6.131666666666667,6.16,6.062127659574468,6.131666666666667,5.698333333333333,5.5725,5.463333333333334,5.838,6.433333333333334,6.060408163265307,6.23,6.345000000000001,6.376,6.463333333333334,6.696666666666666,6.116216216216216,5.878823529411765,6.5760000000000005
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.9,3.9,5.2,5.2,6.306,5.2,5.2,5.2,3.9,,,5.856,,,6.5,5.2,5.2,6.5,5.633636363636364,6.5,,6.5,6.5,5.2,5.764166666666667,4.763333333333333,6.5
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,3.618,,,,,,,3.4890909090909092,,,,,,,4.0515384615384615,,,,,,3.977368421052631,4.0,4.0
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,1.99,1.6,2.05,1.8633333333333333,1.745,2.733846153846154,1.8199999999999998,1.8199999999999998,1.8199999999999998,1.8199999999999998,1.72,1.72,2.6054901960784314,1.72,1.72,1.72,1.72,1.72,2.1759999999999997,2.691818181818182,2.196,2.145,1.77,2.37,2.276,3.000851063829787,2.5005882352941176,1.92
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.99,8.245000000000001,8.796666666666667,8.796666666666667,9.2,8.686153846153847,7.7,8.433333333333334,8.3225,8.018,8.096666666666666,8.218,8.946250000000001,8.496666666666668,9.016,9.016,9.07,8.936,9.016,8.976571428571429,8.795,8.426666666666668,8.418000000000001,8.418000000000001,9.136,9.198148148148148,8.128571428571428,8.796000000000001
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.5,6.0,6.0,6.0,6.056111111111111,5.7,5.7,5.7,5.7,5.2,5.2,5.8712,4.7,4.7,4.7,4.7,4.7,4.7,5.8432,4.9,3.9,4.9,4.9,4.9,5.853478260869565,5.608571428571429,4.9
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.29,2.9,3.896666666666667,3.9975,3.9975,4.2432203389830505,3.87,3.87,3.87,3.87,4.363333333333333,3.8725,4.264107142857143,3.8725,3.8725,4.198,3.8725,3.8725,3.87,4.28375,3.5975,3.83,3.83,4.295,3.998,4.4583673469387755,3.934444444444444,3.8725
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,19.99,,,,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,17.5,17.5,20.29769230769231,17.5,17.5,,17.5,17.5,17.5,20.773125,17.5,17.5,17.5,17.5,,,23.89888888888889,17.5,,17.5,20.740000000000002,20.740000000000002,23.151538461538458,24.526666666666667,24.8
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,1.86,,,,,,,2.226666666666667,,,,,,,1.9700000000000002,,,,,,1.6225,2.49,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,8.5,6.826666666666667,7.37037037037037,7.245,7.245,7.745,7.745,7.745,8.5,7.334583333333334,8.5,8.5,8.5,8.5,8.5,9.65,7.4332,8.763333333333334,8.895,8.763333333333334,9.65,9.65,7.99304347826087,7.367,8.43
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.7,6.7,,6.7,6.7,,,9.15,9.15,8.1,8.1,8.1,7.6,6.3,7.6,7.6,6.3,7.4,8.5,9.4,7.4,6.3,7.95,7.95,8.5,8.95,7.45,8.5
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,24.744999999999997,23.7,28.766666666666666,24.7,28.433333333333334,26.736666666666668,23.433333333333334,26.322499999999998,27.796666666666667,28.13,27.822499999999998,24.555999999999997,26.517999999999997,23.947499999999998,24.947499999999998,26.156,25.72,24.8475,25.88,25.9719298245614,24.956,24.756,25.713333333333335,26.046666666666667,25.713333333333335,25.5965,27.675217391304347,25.556
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.46,10.07,10.156,9.956,9.756,11.05084745762712,9.956,10.556000000000001,9.956,9.956,9.956,10.9475,11.228245614035087,11.933333333333332,10.113333333333333,9.78,10.056000000000001,10.013333333333334,9.697142857142856,11.001060606060607,9.854285714285714,9.536,10.03,9.863333333333333,9.681666666666667,10.878913043478262,11.219615384615384,9.096666666666666
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.99,9.99,9.99,11.13,11.095,10.581428571428573,11.6725,11.4225,12.445,11.596666666666666,11.596666666666666,11.126666666666667,10.840555555555556,10.195,10.763333333333334,9.763333333333334,10.195,10.9,10.9,11.497777777777777,12.7,13.5,11.463333333333333,10.263333333333334,10.836,11.166923076923078,11.344166666666666,11.436
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,36.2,41.5,41.5,34.17,36.7,42.5,42.5,42.5,37.7,37.7,34.67125,42.5,,42.5,42.5,42.5,22.9,32.00636363636364,32.7,22.9,37.7,37.2,37.2,36.98166666666666,36.0975,36.7
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,24.9,24.9,24.9,,24.43166666666667,24.9,24.9,24.9,24.9,24.9,24.9,23.86125,24.9,24.9,24.9,24.9,24.9,24.9,24.150000000000002,,24.9,,19.9,24.9,24.866666666666664,22.35,24.9
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,9.99,11.263333333333334,11.796666666666667,10.822500000000002,10.4225,12.129210526315788,11.95,11.8475,12.858,12.858,15.1975,14.9475,14.264285714285714,16.266666666666666,11.575,11.658,11.0975,10.858,10.858,12.49877192982456,11.458,11.6,11.325,10.925,10.858,12.944285714285714,12.233684210526315,10.556000000000001
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,46.5,46.5,46.5,39.224545454545456,42.2,46.5,41.2,41.2,41.2,46.5,39.62714285714286,46.5,,,45.5,45.5,45.5,39.66466666666667,45.5,,45.5,45.5,41.245000000000005,39.39875,39.75285714285714,46.5
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,32.22,29.9,29.9,,,29.9,29.9,29.54,29.9,29.9,29.9,29.9,29.9,29.9,30.031666666666666,,,,29.9,29.9,31.439999999999998,26.445,29.9
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,15.945,,,,,,,21.1725,24.9,24.9,,,,,21.925,,,,,24.9,26.633333333333336,17.796666666666667,
