item_code,item,unit,item_group,item_category,2025-02-01,2025-02-02,2025-02-03,2025-02-04,2025-02-05,2025-02-06,2025-02-07,2025-02-08,2025-02-09,2025-02-10,2025-02-11,2025-02-12,2025-02-13,2025-02-14,2025-02-15,2025-02-16,2025-02-17,2025-02-18,2025-02-19,2025-02-20,2025-02-23,2025-02-24,2025-02-25,2025-02-26,2025-02-27,2025-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.299999999999999,9.133333333333333,9.478785046728973,9.3975,9.33,9.4725,9.4725,9.4725,9.4725,9.406666666666666,9.363333333333333,9.3225,9.2475,9.1725,9.1725,9.1725,9.104495412844036,8.896666666666667,9.1725,9.35,9.463333333333333,8.8667,9.05,9.05,8.987741935483871,8.961666666666668
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.6,11.6,11.402916666666668,11.6,11.6,11.6,11.6,11.6,11.6,11.402916666666668,11.6,11.6,11.6,11.6,11.6,11.6,11.368260869565216,11.6,11.6,11.6,11.6,11.414583333333333,11.6,11.6,11.6,11.6
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,27.8,27.8,27.96357142857143,27.8,27.8,27.8,27.8,27.8,27.8,28.41,27.8,27.8,27.8,27.26,28.395,28.395,29.056470588235292,28.895,28.895,28.99,28.49,29.335625,28.49,28.49,28.415999999999997,28.49
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,32.8,,,,,,,32.8,,,,,,,30.849999999999998,,,,,30.849999999999998,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,21.87157894736842,,,,,,22.5,22.450526315789475,,25.5,25.5,23.49333333333333,23.36,22.29,22.45578947368421,23.36,23.36,23.36,23.36,22.625555555555554,22.29,21.49333333333333,21.49333333333333,22.29
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.9,5.2,5.0176,5.2,5.2,5.2,5.2,5.2,6.5,4.928387096774194,3.9,5.2,5.2,5.2,5.2,5.2,4.807714285714286,5.2,5.2,6.5,6.5,4.884545454545455,6.5,6.5,4.6450000000000005,5.2
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.9,5.2,6.094193548387097,5.2,5.2,5.2,6.5,6.7,6.633333333333333,6.156590909090909,5.766666666666667,6.1000000000000005,5.95,5.95,5.3,5.3,6.052391304347827,5.958,5.95,7.9,6.036,6.079777777777777,5.82,5.6975,5.715,6.2975
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,6.325714285714286,,5.2,3.9,3.9,3.9,5.2,6.20875,,,,6.5,6.5,6.5,6.227777777777778,,,,,5.875,6.5,6.5,5.126666666666667,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.5,5.5,4.308333333333334,,5.5,5.5,,5.5,5.5,4.238571428571428,,4.5,,4.5,4.5,4.5,4.835,4.5,4.5,4.5,4.5,4.776999999999999,4.5,4.5,4.15,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,4.5,3.8302272727272726,3.85,3.85,3.85,4.0,4.0,4.0,3.981875,3.9,3.9,4.2,3.293333333333333,3.293333333333333,3.293333333333333,4.0680000000000005,3.293333333333333,3.293333333333333,2.99,3.126666666666667,4.0325,2.926666666666667,2.9450000000000003,4.001666666666667,2.9450000000000003
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.9,7.9,8.282608695652174,7.5,8.2,8.2,7.3,7.3,7.0,7.6850000000000005,6.8,8.65,7.933333333333334,7.6975,6.796666666666667,6.7,7.805277777777778,7.53,7.638,7.545,7.1225000000000005,8.258076923076924,8.125,7.3725000000000005,7.54375,7.6579999999999995
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.9,,6.54421052631579,6.9,6.9,6.9,6.9,6.9,6.9,6.92,5.9,6.7,6.7,6.7,6.7,6.7,6.709545454545455,6.7,6.7,7.5,6.7,6.611,6.7,6.7,6.824285714285715,7.5
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,4.2,4.317857142857143,4.2,4.2,4.2,4.2,4.13,3.4450000000000003,4.346818181818183,2.9,2.9,2.9,3.83,3.83,3.5949999999999998,4.283103448275862,3.83,3.83,4.295,3.83,4.321607142857143,3.83,3.83,3.820625,3.83
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,,,,,,,,,,,,18.5,18.5,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.99,7.99,14.959999999999999,,10.8,10.8,14.5,12.65,10.8,14.755833333333333,,,,12.65,12.65,12.65,14.998333333333333,12.65,14.65,14.65,10.8,14.796875,10.8,,18.5,18.5
