item_code,item,unit,item_group,item_category,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-06,2025-09-07,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-13,2025-09-14,2025-09-17,2025-09-18,2025-09-19,2025-09-20,2025-09-21,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-27,2025-09-28,2025-09-29,2025-09-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.8,8.588888888888889,8.588888888888889,8.588888888888889,8.588888888888889,8.7575,8.542039800995026,8.641,8.671,8.579565217391304,8.690999999999999,8.690999999999999,8.711,8.875,8.875,8.824,8.626666666666667,8.559999999999999,8.6474,8.61,8.58,8.48125,8.645555555555555,8.7275,8.8025,8.567619047619047,8.7
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,11.385,11.388,11.388,11.227,11.227,11.461304347826088,11.418000000000001,11.418000000000001,11.444893617021279,11.418000000000001,11.418000000000001,11.586666666666666,11.586666666666666,11.453333333333333,11.219999999999999,11.219999999999999,11.0475,11.47872340425532,11.351818181818182,11.388,11.388,11.227,11.227,11.374444444444444,11.430833333333332,11.278
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,28.943076923076923,,,28.861428571428572,,,,,,,,,29.611428571428572,,,,,,,30.083333333333332,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,39.99,,,39.445,,,,,,,,,38.29333333333333,,,,,,,37.99,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,24.09314285714286,,,23.96575,,,,,,,,,24.082272727272724,,,,,,,23.832682926829268,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,5.2316666666666665,,,5.098000000000001,,,,,,,,,5.178,,,,,,,5.745,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,5.881666666666667,,,5.9725,,,,,,,,,5.9725,,,,,,,5.796666666666667,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.5,,,5.2,,,,,,,,,4.766666666666667,,,,,,,5.433333333333334,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,3.9,,,3.9,,,,,,,,,3.9,,,,,,,3.9,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,2.3814285714285717,,,2.4616666666666664,,,,,,,,,2.7359999999999998,,,,,,,3.198,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,8.454285714285714,,,8.33,,,,,,,,,8.9225,,,,,,,8.074000000000002,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,4.978,,,4.7225,,,,,,,,,4.9725,,,,,,,4.99,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,3.5140000000000002,,,3.5140000000000002,,,,,,,,,3.395,,,,,,,3.395,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,11.733333333333334,,,12.2,,,,,,,,,13.0,,,,,,,13.460000000000003,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,7.096000000000001,,,7.53,,,,,,,,,7.445,,,,,,,6.626666666666668,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,26.452830188679247,,,26.263859649122807,,,,,,,,,26.32017543859649,,,25.2,,,,26.205855855855855,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,8.850000000000001,9.22,9.582857142857142,10.047,10.476,10.418888888888889,10.84,10.3975,10.455714285714285,11.06595238095238,11.0725,10.1725,10.196666666666667,10.375555555555556,10.431111111111111,10.142222222222223,9.64111111111111,10.2075,10.948074074074075,9.863333333333333,9.863333333333333,10.047142857142857,9.976,9.6825,9.656,10.82050847457627,9.29625
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,25.4,,,25.9,,,,,,,,,23.566666666666663,,,,,,,22.9,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,13.469999999999999,14.03375,13.862222222222222,14.516,14.184444444444445,14.803936170212765,14.624285714285715,14.124285714285715,14.616000000000001,14.085555555555556,13.785,13.776,14.325714285714286,14.3575,14.545,14.396,15.467142857142857,14.553617021276596,14.896666666666667,13.811428571428573,14.03857142857143,16.163333333333334,14.767142857142858,13.895714285714286,14.809529411764705,15.452857142857141
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,24.9,,,24.9,,,,,,,,,24.9,,,,,,,24.9,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,15.1475,15.7975,15.7975,14.35,16.175,14.51529411764706,17.25,18.25,15.19125,15.7475,15.7475,15.666666666666666,15.666666666666666,14.975,13.2725,14.398,17.296666666666667,13.5165625,13.934000000000001,16.83,14.8475,15.83,15.496666666666668,13.13,13.356486486486487,15.7225
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,20.0,20.52125,20.608571428571427,21.41,21.423636363636362,21.573333333333334,20.850673076923076,20.598333333333333,21.57125,20.834343434343435,22.063333333333333,21.095,21.263333333333332,20.90625,20.51125,19.884285714285713,19.974444444444444,19.65222222222222,20.48392857142857,20.717777777777776,20.93375,19.61733333333333,20.107777777777777,21.429999999999996,20.971249999999998,20.407395833333332,20.97
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,8.99,10.323333333333332,10.3675,10.3675,10.3675,10.826666666666668,10.432962962962964,10.2425,10.2425,10.453466666666667,10.174000000000001,10.174000000000001,10.174000000000001,10.274000000000001,10.274000000000001,10.274000000000001,9.878333333333332,9.873999999999999,10.321168831168832,10.274000000000001,10.274000000000001,10.18142857142857,10.274000000000001,10.274000000000001,10.274000000000001,10.487142857142857,10.3675
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.9,13.96888888888889,14.035555555555554,14.246666666666666,13.924444444444443,13.813333333333333,13.829351851851852,13.813333333333333,13.813333333333333,13.595366972477064,14.2275,14.1025,14.1025,14.915,13.41,14.165,14.2275,14.2275,13.491388888888888,14.3525,14.3525,14.062000000000001,15.118571428571428,15.461428571428572,15.69,13.451749999999999,13.79125
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,15.799999999999999,15.354285714285712,15.647499999999999,16.055714285714284,16.381666666666664,17.3725,16.762090909090908,15.597142857142858,14.954285714285716,16.24684210526316,15.139999999999999,14.997142857142856,15.311666666666667,14.167142857142858,14.881428571428572,14.495,14.495,14.495,16.30808695652174,15.352857142857143,15.352857142857143,15.52421052631579,14.91,14.552857142857144,14.552857142857144,16.26705882352941,15.23375
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,19.2775,18.8525,18.165,18.09,18.09,16.508011695906433,18.6025,18.6025,16.402882352941177,19.04,20.06142857142857,19.321666666666665,17.82,17.594,18.274285714285714,18.83142857142857,18.83142857142857,16.146807228915662,18.83142857142857,18.465,17.762,18.83142857142857,18.319999999999997,18.319999999999997,16.30327485380117,19.84
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,7.695,9.431176470588236,9.501764705882353,9.537647058823529,9.502352941176472,9.596875,10.71992385786802,9.484375,9.478125,10.69498727735369,9.590625,9.590625,9.490625,9.450000000000001,9.532352941176471,9.438235294117648,9.565625,9.22125,10.603701799485862,9.252222222222223,9.610000000000001,10.193255813953488,9.490625,9.59,9.516666666666667,10.598986301369864,9.676666666666668
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.2,7.997333333333334,7.398461538461539,7.54,7.8549999999999995,8.02,8.255591054313099,8.09769230769231,8.162142857142857,8.342158730158731,7.597857142857143,7.914166666666667,7.930833333333333,7.567142857142857,7.852857142857142,7.426428571428572,7.5407142857142855,7.5407142857142855,8.338874172185431,7.237,7.3475,8.506153846153847,7.657692307692307,7.310714285714286,7.310714285714286,8.258945454545454,7.5321428571428575
97,KACANG BUNCIS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,9.99,11.375714285714285,11.077333333333334,10.697142857142856,10.290000000000001,9.898333333333333,12.820070175438598,10.948333333333332,9.74,12.496952054794521,10.12923076923077,9.89846153846154,10.223333333333334,9.38,9.72,10.168000000000001,9.961818181818181,9.870909090909091,11.928450184501845,10.540000000000001,10.398181818181818,10.155000000000001,10.166923076923078,9.933571428571428,9.998571428571427,11.697534246575342,10.277142857142858
