item_code,item,unit,item_group,item_category,2025-06-01,2025-06-04,2025-06-05,2025-06-06,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-28,2025-06-29,2025-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.397142857142857,9.397142857142857,9.531739130434783,9.296666666666665,9.251999999999999,9.433417721518987,9.326666666666666,9.394285714285713,9.254285714285714,9.225714285714286,9.224285714285713,8.879999999999999,9.083211009174313,8.794285714285715,8.515,8.415000000000001,8.395,8.38,8.246666666666668,8.348761061946902,8.246666666666668,8.246666666666668,8.8,8.8,8.925,8.254311926605505
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,11.6,11.6,11.6,11.561,11.6,11.6,11.6,11.6,11.6,11.6,11.520000000000001,11.6,11.6,11.6,11.6,11.6,11.6,11.464444444444446,11.6,11.6,11.6,11.6,11.6,11.578387096774193
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,28.49,28.49,29.26,29.26,28.49,29.78307692307692,28.49,28.49,28.49,29.26,29.26,29.26,29.685625,29.26,29.26,29.26,29.26,29.26,29.895,29.87529411764706,29.895,29.895,29.895,29.26,29.26,29.738
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,28.994999999999997,,,,,,,34.0,,,,,,,28.994999999999997,,,,,,29.494999999999997
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,,,,,,,,,,,27.5
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,23.159999999999997,23.49333333333333,24.13,24.13,23.445,22.85578947368421,24.13,24.13,24.13,24.13,24.13,24.13,23.286666666666665,23.322499999999998,23.322499999999998,23.322499999999998,24.13,23.322499999999998,23.322499999999998,23.217142857142857,23.322499999999998,24.13,24.13,24.2,24.2,23.358
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.2,5.433333333333334,5.058,5.433333333333334,3.9,4.867999999999999,5.2,6.5,5.2,4.766666666666667,5.433333333333334,5.433333333333334,5.1375,4.7,5.1000000000000005,4.1000000000000005,6.5,5.0,5.0,5.111818181818181,6.2,6.2,6.1000000000000005,6.2,6.2,5.255925925925926
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.125,5.6816666666666675,5.83625,5.2,3.9,5.879069767441861,5.818,5.818,5.765000000000001,6.0,6.0,6.0,5.972127659574468,5.8975,5.6816666666666675,5.7128571428571435,5.698333333333333,5.640000000000001,5.433333333333334,5.9363636363636365,5.75,6.12,6.2,6.625,6.625,6.004418604651163
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.5,6.5,6.75,,,5.388333333333333,,,6.5,5.2,5.2,5.2,5.290714285714286,6.5,6.5,6.5,3.9,3.9,5.2,5.354444444444444,5.2,6.5,6.5,6.5,,5.196666666666667
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,2.99,2.99,2.99,4.265384615384615,2.99,2.99,2.99,2.99,2.99,2.99,4.28,2.99,2.99,3.5,3.5,3.5,3.5,4.273333333333333,3.5,3.5,3.5,3.5,3.5,4.197692307692308
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.995,3.17,3.145,3.2199999999999998,2.7600000000000002,3.6610714285714288,3.045,2.9450000000000003,2.9450000000000003,2.9450000000000003,2.9450000000000003,2.77,3.626060606060606,2.5200000000000005,2.42,2.42,2.42,2.37,2.37,3.3844776119402984,2.37,2.37,2.295,2.3633333333333333,2.0999999999999996,3.375357142857143
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,7.2225,7.998333333333334,7.954444444444444,7.098333333333334,7.03,8.266060606060606,7.745,8.13,8.8225,8.296000000000001,8.156,7.976000000000001,8.1745,7.616,8.48,8.796000000000001,8.996,9.763333333333334,8.195,8.003499999999999,8.73,7.856,8.03,8.448333333333332,8.448333333333332,8.57
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.7,5.7,5.7,5.7,5.5,6.677619047619048,5.7,5.7,5.9,5.9,5.9,6.2,6.6971428571428575,6.2,6.2,6.133333333333333,5.95,6.133333333333333,6.133333333333333,6.973448275862069,6.133333333333333,6.133333333333333,6.2,6.2,6.2,7.191379310344828
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,3.87,3.87,3.967142857142857,4.0975,4.116,4.2992,3.934,4.1925,3.934,3.934,4.196,4.196,4.282295081967214,3.73,3.73,3.2933333333333334,2.99,2.99,3.49,4.2696774193548395,3.7566666666666664,3.7566666666666664,3.7566666666666664,3.7566666666666664,3.7566666666666664,4.2677966101694915
