item_code,item,unit,item_group,item_category,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29,2026-04-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.930000000000001,7.984,7.953999999999999,8.06111111111111,8.06111111111111,8.241286549707603,7.986363636363635,7.9772727272727275,8.286666666666667,8.328333333333333,8.328333333333333,8.37,8.551361502347419,8.5275,8.549166666666666,8.43909090909091,8.678333333333333,8.858181818181817,8.912727272727274,8.934095238095239,8.861666666666666,8.861666666666666,8.861666666666666,8.886666666666667,8.836666666666668,8.76,8.865971563981043,8.676666666666668,8.676666666666668,8.651666666666666
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.21,11.21,,11.21,11.085,11.635652173913044,11.21,11.21,11.21,11.085,11.085,11.085,11.671086956521739,11.21,11.21,11.397142857142857,11.241428571428571,11.241428571428571,11.085,11.671489361702127,11.315,11.268571428571429,11.268571428571429,11.125714285714285,11.125714285714285,11.315,11.677708333333333,11.268571428571429,11.268571428571429,10.996666666666668
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,33.37733333333333,,,,,,,33.407333333333334,,,,,,,33.628461538461536,,,,,,,34.16615384615385,,,
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,35.0,,,,,,,35.0,,,,,,,35.0,,,,,,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,39.4,,,,,,,39.4,,,,,,,38.9,,,,,,,38.9,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,24.22885714285714,,,,,,,25.13264705882353,,,,,,,25.24975,,,,,,,25.258529411764705,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,6.358,,,,,,,6.438,,,,,,,6.558,,,,,,,6.078,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,6.5633333333333335,,,,,,,6.2,,,,,,,6.496,,,,,,,6.7225,,,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,7.245,,,,,,,,,,,,,,,,,,,,,7.245,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,3.7,,,,,,,3.7,,,,,,,3.7,,,,,,,4.5,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,2.8800000000000003,,,,,,,2.816,,,,,,,2.8800000000000003,,,,,,,2.1975,,,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,7.966666666666666,,,,,,,9.382857142857144,,,,,,,8.638,,,,,,,10.585,,,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,5.316,,,,,,,5.13,,,,,,,4.6225000000000005,,,,,,,4.495,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,3.6300000000000003,,,,,,,3.8475,,,,,,,3.83,,,,,,,3.6300000000000003,,,
