item_code,item,unit,item_group,item_category,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.14,9.387980295566502,9.01,9.0,8.981818181818182,8.945454545454545,8.68,8.678999999999998,8.924218009478674,8.608181818181817,8.671818181818182,8.599166666666667,8.590833333333334,8.625,8.800666666666666,8.428333333333333,8.638214285714286,8.45142857142857,8.445,8.345,8.164,8.338888888888889,8.104,8.441977401129943,7.984
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.01,11.581063829787235,11.29857142857143,11.21,11.268571428571429,11.315,11.125714285714285,11.125714285714285,11.677450980392155,11.268571428571429,11.268571428571429,11.268571428571429,11.125714285714285,11.125714285714285,11.731063829787235,11.268571428571429,11.268571428571429,11.268571428571429,11.268571428571429,11.82,11.268571428571429,11.268571428571429,11.268571428571429,11.395666666666667,11.21
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,33.196875,,,,,,,32.836666666666666,,,,,,32.52916666666667,,,,,32.5,,,,32.95,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,34.2,,,,,,,34.2,,,,,,35.7,,,,,,,,,35.7,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,24.657941176470587,,,,,,,24.411142857142856,,,,,,22.219032258064516,,,,,20.8,,,,24.099999999999998,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.6475,,,,,,,6.1225000000000005,,,,,,5.9725,,,,,,,,,6.35,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,7.056,,,,,,,6.5725,,,,,,6.6225000000000005,,,,,6.5,,,,6.845000000000001,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,6.1000000000000005,,,,,,,6.5,,,,,,6.5,,,,,,,,,5.2,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.95,,,,,,,3.7,,,,,,4.2,,,,,4.2,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,3.1966666666666668,,,,,,,2.618,,,,,,2.2760000000000002,,,,,,,,,2.876,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,9.3,,,,,,,9.766666666666667,,,,,,8.2225,,,,,,,,,7.666666666666667,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,5.2225,,,,,,,5.376,,,,,,5.333333333333333,,,,,4.6,,,,5.796666666666667,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,3.8475,,,,,,,3.8475,,,,,,3.8475,,,,,,,,,3.8475,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,13.13,,,,,,,13.13,,,,,,13.945,,,,,,,,,14.99,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,6.99,,,,,,,7.493333333333333,,,,,,7.245,,,,,,,,,7.493333333333333,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,9.9,,,,,,,11.5,,,,,,,,,,,,,,,9.5,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,25.530212765957447,,,,,,,25.808095238095238,,,,,,25.497263157894736,,24.75,,,29.9,,,,25.647722772277227,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,10.507000000000001,12.045367647058825,10.708,10.598181818181818,10.630833333333333,10.880833333333333,9.42,10.082857142857142,11.995303030303031,10.781666666666666,10.917,11.133636363636363,10.642727272727273,9.907,11.922913385826773,10.648,10.625714285714286,9.440000000000001,10.307,10.120000000000001,10.607000000000001,10.61888888888889,10.557,11.741382113821139,10.456999999999999
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,22.9,,,,,,,22.9,,,,,,22.9,,,,,,,,,21.4,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,16.322499999999998,15.794520547945206,15.030000000000001,16.427142857142858,17.366666666666664,16.631666666666664,13.695,15.459999999999999,16.240813953488374,14.46125,14.085714285714285,14.175555555555555,14.698333333333332,14.896666666666667,15.482266666666668,14.483333333333334,14.325714285714286,15.0,14.8475,15.725,15.85,15.4,16.95,16.156290322580645,16.36
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,27.566666666666663,,,,,,,22.9,,,,,,29.9,,,,,,,,,29.9,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,11.85,12.927142857142858,11.2,10.95,10.95,10.7,9.9,12.266666666666666,13.062954545454545,14.466666666666667,11.559999999999999,11.76,11.725,11.870000000000001,13.325999999999999,13.0,11.266666666666666,,9.75,9.2,12.0,12.9725,13.6,13.48205128205128,12.825
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,16.17,16.52764705882353,13.5725,13.842222222222222,15.108888888888888,16.157,12.9,15.727142857142857,15.992758620689655,16.755714285714284,15.298333333333334,15.229999999999999,15.208888888888888,14.543333333333331,16.093173076923076,14.824285714285713,14.288333333333334,15.445,14.3225,14.497142857142858,14.84,14.916,15.327000000000002,16.041683168316833,14.97125
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,10.074000000000002,10.421975308641976,10.074000000000002,10.074000000000002,10.074000000000002,10.074000000000002,9.445,10.154,10.401219512195121,9.874,9.874,10.252857142857142,10.311666666666667,10.311666666666667,10.384285714285713,10.11,9.929166666666667,9.342500000000001,9.674000000000001,9.674000000000001,9.874,10.045,10.045,10.412738095238096,10.252857142857142
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.01,14.015096153846153,13.870000000000001,13.870000000000001,12.76,12.64625,12.469999999999999,12.22125,13.224,11.7325,10.993333333333334,11.39375,11.39375,11.715,12.983474178403757,11.795,12.00764705882353,13.516,11.985555555555557,12.159999999999998,11.586,12.54625,12.824285714285713,13.209238578680205,12.34625
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.665,15.785412844036696,13.18,13.2725,13.754285714285714,13.754285714285714,16.494999999999997,13.813333333333333,15.190108695652174,14.446666666666667,13.24,15.295,14.965714285714284,13.816666666666668,14.743333333333334,14.15,12.7152,13.716666666666667,14.375,14.358333333333334,14.625,14.775,14.328571428571427,14.842389380530975,14.911249999999999
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,19.52285714285714,16.595128205128205,19.93857142857143,20.167142857142856,19.596666666666668,19.513333333333332,21.6725,18.856666666666666,15.490545454545455,16.665714285714284,17.0675,16.665714285714284,17.778333333333332,15.540000000000001,14.7324,15.694999999999999,14.521052631578947,16.533749999999998,16.5325,15.17818181818182,15.245,15.995714285714286,16.18375,14.743311258278144,17.251428571428573
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.215625,9.610026666666668,8.430666666666667,8.465625000000001,8.403125000000001,8.31,8.75875,8.389285714285714,9.60068062827225,8.247222222222224,8.144705882352941,8.242222222222223,8.366875,8.416470588235294,8.941212871287128,8.359444444444444,8.473396226415096,8.082307692307692,8.287894736842105,9.09918918918919,8.381176470588237,8.410588235294119,8.403529411764707,9.241428571428571,8.090588235294119
96,KACANG BENDI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,11.453333333333333,11.12749063670412,11.403333333333334,11.561666666666667,11.736666666666666,11.149000000000001,10.613333333333333,11.342727272727272,11.248125,11.236153846153845,11.190714285714288,11.182857142857143,11.605,11.564,11.270536912751677,11.394285714285715,12.193870967741935,11.827,11.432727272727274,10.6225,11.238333333333335,11.104999999999999,11.104999999999999,11.498839590443685,10.843846153846155
