item_code,item,unit,item_group,item_category,2026-02-01,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-07,2026-02-08,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-14,2026-02-15,2026-02-16,2026-02-19,2026-02-20,2026-02-21,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.069147286821703,9.071907894736842,9.0271875,9.09061757719715,9.107995283018868,9.114385542168675,9.124455445544555,9.124843373493976,9.126346604215456,9.122316784869977,9.125162790697674,9.110909090909091,9.084201474201475,9.0976213592233,9.116619047619048,9.178161290322581,9.132611940298508,9.136234413965088,9.148816425120772,9.141540229885058,9.142106481481482,9.14100938967136,9.131491841491842,9.129616306954436,9.118746987951807
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,11.374205607476636,11.342831858407079,11.239490445859872,11.2895,11.270261437908497,11.318618421052632,11.293172413793103,11.30064935064935,11.311842105263159,11.296490066225166,11.3072,11.305133333333334,11.237062937062937,11.255202702702702,11.270915032679738,11.300785714285714,11.324761904761905,11.319655172413793,11.321315789473683,11.327662337662337,11.343398692810457,11.336923076923076,11.338300653594771,11.314797297297298,11.281677419354839
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,33.87648936170213,,,33.8056043956044,,,,,,,,33.89388888888889,,,,,
10,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,33.593333333333334,,,33.593333333333334,,,,,,,,32.43,,,,,
11,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,47.46785714285714,,,47.43928571428571,,,,,,,,47.63461538461539,,,,,
12,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,41.6,,,41.6,,,,,,,,41.6,,,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,23.572611940298508,,,23.384999999999998,,,,,,,,23.36049295774648,,,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,5.382638888888889,,,5.293904109589041,,,,,,,,5.362820512820513,,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,7.241810344827587,,,7.279166666666667,,,,,,,,7.23040404040404,,,,,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,7.680196078431372,,,7.642407407407408,,,,,,,,7.558888888888889,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,5.459411764705883,,,5.513173076923077,,,,,,,,5.228068181818181,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,3.316363636363637,,,3.317365269461078,,,,,,,,3.194968152866242,,,,,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,9.356412213740459,,,9.431111111111111,,,,,,,,9.289256198347108,,,,,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,6.197846153846154,,,6.24412213740458,,,,,,,,6.233416666666667,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,4.658367346938776,,,4.653469387755102,,,,,,,,4.668888888888889,,,,,
26,ANGGUR HIJAU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,,,,16.0,,,,,,,,15.5,,,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,13.440102040816328,,,13.852977528089887,,,,,,,,14.825,,,,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,1.8766153846153846,,,1.89203125,,,,,,,,1.9723809523809523,,,,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,7.2973043478260875,,,7.282037037037037,,,,,,,,7.392631578947368,,,,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,10.066593406593405,,,10.244487179487178,,,,,,,,10.458285714285715,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,26.02680769230769,,,26.224435797665368,,,,,,,,26.708083623693376,,,,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,10.593544303797469,10.64888198757764,10.696432432432433,10.819310344827587,10.861931216931218,10.812794520547945,10.770027397260273,10.861323943661972,10.669071038251367,10.65899470899471,10.782924281984334,10.7275,10.575483028720626,10.47371052631579,10.686356589147287,10.557454545454545,10.614034090909092,10.73634349030471,10.720790190735695,10.77724517906336,10.772225274725274,10.753368700265252,10.762322404371586,10.738287292817681,10.732865168539327
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,26.088699186991867,,,26.21296,,,,,,,,26.35215517241379,,,,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,16.450172413793105,16.23688524590164,15.785581395348837,15.776555555555557,15.98857142857143,15.976577540106952,16.207920792079207,16.246868686868687,16.215190476190475,16.187450980392157,16.026315789473685,16.056401869158876,15.801263736263737,16.227108433734937,16.53843930635838,16.203030303030303,16.1819696969697,16.452094594594595,16.549438202247188,16.181083743842365,15.880206185567008,15.934368932038835,16.17537037037037,16.061,15.886137566137567
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,30.704285714285714,,,30.824511278195487,,,,,,,,30.815841584158417,,,,,
69,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,12.460983606557377,12.60225806451613,13.019253731343284,13.203806451612904,13.256533333333334,13.181342281879195,13.065337837837838,12.694155844155844,12.49318918918919,12.441808510638298,12.492623762376239,12.601758241758242,12.837901234567903,12.940117647058825,12.712469879518073,12.60544117647059,12.779578947368421,13.15920792079208,13.547578947368422,13.511139240506331,13.305242718446603,13.153157894736843,12.742094594594594,12.773592814371257,12.583563218390804
70,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,17.012929292929293,16.58234234234234,17.36455516014235,17.33766550522648,17.666161971830984,17.51373665480427,17.06306338028169,17.126715328467153,16.96432142857143,16.937355072463767,16.916962457337885,16.822149837133548,16.736833333333333,16.771464968152866,16.7735625,17.612732240437158,16.98021186440678,17.37858208955224,17.302836879432622,17.299527027027025,17.180787671232878,17.105723076923077,16.94824074074074,16.89028481012658,16.772631578947365
88,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,IKAN DARAT,10.215798319327732,10.024000000000001,9.889808917197453,9.880886075949368,9.915329153605015,9.930151057401813,9.908703703703704,9.866920731707317,9.820926517571886,9.832765273311898,9.823258785942492,9.744363057324842,9.716383647798741,9.745414012738854,9.730314465408807,9.842161016949152,9.723169014084508,9.716608996539792,9.748712871287129,9.773457943925234,9.79624183006536,9.75909090909091,9.901131498470948,9.907881619937694,9.829462025316456
92,CILI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,13.20625,13.210988372093023,12.895578231292516,12.831519274376417,12.791006864988558,12.65744874715262,12.547990654205607,12.354265402843602,12.314584323040378,12.268046511627908,12.33560465116279,12.228101851851852,12.410140515222484,12.44884433962264,12.312417840375588,12.335615141955836,12.270076335877864,12.332868020304568,12.400396039603962,12.62831295843521,12.742276029055692,12.731418604651163,12.690739030023096,12.52175519630485,12.5184
93,CILI MERAH - KULAI,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,20.633934426229505,20.497999999999998,20.688283582089554,20.491549295774647,20.355833333333333,20.00267175572519,19.85661538461538,19.596106870229004,19.265223880597016,19.233100775193797,18.82854961832061,18.612074074074076,16.32912408759124,16.278321678321678,16.24691176470588,16.06645569620253,16.312333333333335,16.272966101694916,17.147,17.4015625,17.24512,17.0734126984127,16.7599173553719,16.291238938053095,16.506470588235292
94,CILI MERAH - MINYAK,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,20.618709677419353,20.64744186046512,19.71075,19.4255919395466,19.36785185185185,19.20321867321867,18.771720698254363,18.45088669950739,18.38549504950495,18.326384615384615,17.978801020408163,17.787906976744186,15.416262376237624,15.325780487804877,15.357092731829573,15.484338983050847,15.470557184750733,15.418005698005699,15.984385474860336,16.392533692722374,16.6396918767507,16.79796195652174,16.793689839572192,16.70711229946524,16.6540625
95,HALIA BASAH (TUA),1kg,BARANGAN SEGAR,SAYUR-SAYURAN,8.485860655737707,8.360074626865671,8.35779151943463,8.357838312829525,8.286459074733095,8.29073345259392,8.294353369763206,8.322299465240642,8.349598603839441,8.3461743772242,8.342420494699647,8.363609154929577,8.055847457627118,8.058896321070234,8.08888704318937,8.123235294117647,8.077781629116117,8.057257240204429,8.175926573426574,8.243407917383822,8.199860383944154,8.241927710843374,8.221161971830986,8.21322463768116,8.181183970856102
