item_code,item,unit,item_group,item_category,2025-03-01,2025-03-02,2025-03-03,2025-03-05,2025-03-06,2025-03-07,2025-03-08,2025-03-09,2025-03-10,2025-03-11,2025-03-12,2025-03-13,2025-03-14,2025-03-15,2025-03-16,2025-03-17,2025-03-18,2025-03-19,2025-03-20,2025-03-21,2025-03-22,2025-03-23,2025-03-24,2025-03-25,2025-03-26,2025-03-27,2025-03-28,2025-03-29
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.79,9.79,9.505652173913044,9.49,9.49,9.49,9.79,9.79,9.577499999999999,9.29,9.29,9.29,9.29,9.29,9.79,9.328545454545456,,8.99,9.224375,8.99,8.99,8.99,9.576136363636364,9.49,9.49,9.585344827586209,9.49,9.79
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,,,12.799999999999999,,,,,,12.52375,,,,,,,12.6375,,,,,,,12.609,,,12.677777777777777,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,,,,,,,,,,,,,,,,,20.5,,,20.5,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,21.73,,,,,,22.22,,,,,,,22.275,,,21.5,,,,21.52,,,21.516666666666666,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.49,6.49,5.0520000000000005,6.49,6.49,6.49,6.49,,5.281818181818182,,,,,,,5.065833333333333,,,5.298,6.49,6.49,6.49,5.364444444444445,6.49,6.49,5.479,6.49,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.79,5.79,6.419473684210526,5.79,5.79,5.79,5.79,5.79,6.36,5.79,5.79,5.79,5.79,5.79,,6.345,,,5.7,5.79,5.79,5.79,6.34578947368421,5.79,5.79,6.112333333333334,5.79,5.79
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,6.25,,,,,,6.166666666666667,,,,,,,5.5,,,5.5,,,,6.5,,,6.0,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,3.86125,,,,,,3.711111111111111,,,,,,,3.4557142857142855,,,,,,,3.05,,,3.46,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,1.99,3.49,3.7264285714285714,2.99,2.99,2.99,2.99,2.99,3.4158333333333335,2.99,2.99,1.99,1.99,1.99,2.99,3.361851851851852,,1.69,3.380909090909091,1.69,1.69,1.69,2.7285,1.69,1.69,2.9748,1.69,1.69
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.99,10.99,11.74625,10.99,,,,10.99,10.065714285714288,10.99,10.99,10.99,10.99,10.99,10.99,12.9975,,10.99,10.99,10.99,10.99,10.99,9.494285714285715,10.99,10.99,11.046000000000001,9.99,9.99
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.99,6.99,6.37,6.99,6.99,,,8.78,7.041428571428571,8.79,8.79,8.79,8.79,,,6.5625,,8.79,7.4475,8.79,8.79,8.79,7.058,8.79,8.79,6.753333333333334,8.79,8.79
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.99,4.99,4.7175,,4.99,4.99,4.99,,4.657727272727272,,,,,,,4.644583333333333,,,4.3,,,4.99,4.680588235294117,,,4.535,,4.99
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,16.248333333333335,,,,,,16.068571428571428,,,,,,,16.068571428571428,,,,,,,16.080000000000002,,,15.446666666666667,,
31,LAI KUNING (SAIZ M),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,2.8499999999999996,,,,,,,2.8,,,,,,,2.9,,,2.9,,
38,JAMBU BATU BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,7.633636363636364,5.49,5.49,5.49,5.49,5.49,7.123333333333334,5.49,5.49,5.49,5.49,5.49,,7.131333333333333,,5.49,7.248333333333334,5.49,5.49,6.99,7.224545454545455,6.99,6.99,7.599333333333334,,
39,JAMBU BATU TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,
43,IKAN BAWAL HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,26.399,,,,,,27.1596,,,,,,,27.032962962962962,,,27.7,,,,25.472631578947368,,,26.760952380952382,,
47,IKAN CENCARU (ANTARA 4 HINGGA 6 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,11.5278125,,,,,,11.795,,,,,,,11.591621621621622,,,13.39,,,,11.371724137931034,,,12.32918918918919,,
49,IKAN GELAMA (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,12.427142857142858,,,,,,12.11125,,,,,,,11.86,,,11.633333333333333,,,,12.798,,,12.641428571428573,,
51,IKAN JENAHAK (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,35.0,,,,,,36.475,,,,,,,38.95,,,36.9,,,,37.0,,,37.96666666666667,,
52,KEPALA IKAN JENAHAK,1kg,BARANGAN SEGAR,BAHAN LAUT,,,25.0,,,,,,28.95,,,,,,,25.0,,,34.9,,,,25.0,,,29.3,,
55,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,12.993888888888888,,,,,,12.472307692307691,,,,,,,14.016521739130434,,,14.158333333333333,,,,13.873333333333335,,,13.331599999999998,,
60,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1kg,BARANGAN SEGAR,BAHAN LAUT,,,39.330000000000005,,,,,,40.12714285714286,,,,,,,40.98625,,,40.18,,,,40.998000000000005,,,41.279,,
64,KEPALA IKAN MERAH,1kg,BARANGAN SEGAR,BAHAN LAUT,,,31.995,,,,,,34.7225,,,,,,,35.9725,,,37.9,,,,35.99666666666667,,,36.4725,,
65,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,14.495000000000001,,,,,,,,,,,,,,,,,,,,,,,23.0,,
66,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,,,,,,,,,,,,,,21.45,,,18.9,,,,,,,,,
