item_code,item,unit,item_group,item_category,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,7.89,7.89,7.89,9.2,9.2,8.29,8.743770491803279,9.2,8.59,8.59,8.59,8.59,7.99,8.66406779661017,7.99,7.99,7.99,8.3,8.8,8.245000000000001,8.903956043956043,9.0,8.344999999999999,8.344999999999999,8.344999999999999,8.85,8.824155844155845,8.7,8.7,8.7
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.0,12.0,12.0,12.0,12.0,12.0,12.365833333333333,12.0,12.0,12.0,12.0,12.0,12.0,12.318999999999999,12.0,12.0,12.0,12.0,12.0,12.0,12.208947368421052,12.0,12.0,,,12.0,12.248333333333333,12.0,12.0,12.0
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,,,,35.9,,,,,,,,,,,,,,32.13333333333333,,,,,,32.13333333333333,,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,,25.197499999999998,,,,,,,23.4725,,,,,,,23.281666666666666,,,,,,23.48,,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,5.62375,,,,,,,5.722222222222222,,,,,,,6.5,,,,,,,,,
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.79,,7.0,,,5.79,6.024285714285715,5.79,5.79,5.79,5.79,5.79,5.79,5.940689655172414,,5.79,5.79,,,,6.0725,,,,,,6.5,,,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.166666666666667,,,,,,,6.25,,,,,,,,,,,,,,,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,3.6,,,,,,,3.4475,,,,,,,,,,,,,,,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,3.79,2.49,2.9966666666666666,2.49,2.49,2.49,3.3538888888888887,2.49,2.49,2.49,2.49,2.49,2.49,3.5229411764705882,3.29,3.29,3.29,,,,3.53,,,,,,3.45,,,
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.99,9.99,9.99,9.99,9.99,9.99,12.38,9.99,9.99,6.49,6.49,6.49,9.99,11.217,9.99,9.99,9.99,,,,9.99,,,,,,,,,
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,6.196,7.99,7.99,7.99,7.99,7.99,7.99,6.498,7.99,,,,,,6.2,,,,,,,,,
25,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1 biji,BARANGAN SEGAR,BUAH-BUAHAN,4.49,4.49,4.495,4.49,4.49,4.49,4.198620689655173,4.49,4.49,4.49,4.49,4.49,4.49,4.069629629629629,4.49,4.49,4.49,,,,4.0,,,,,,5.0,,,
27,ANGGUR MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,,19.865,,,,,,,20.417142857142856,,,,,,,27.9,,,,,,,,,
