item_code,item,unit,item_group,item_category,2025-06-01,2025-06-04,2025-06-05,2025-06-06,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-28,2025-06-29,2025-06-30
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.99,9.69,9.712272727272728,,,9.465925925925925,9.79,9.79,9.79,9.79,9.79,9.79,9.26639344262295,9.2,9.2,8.29,8.29,8.29,8.29,8.797719298245614,8.29,7.79,7.79,7.59,7.59,8.58174603174603
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.0,12.0,12.0,12.0,12.0,12.453076923076923,12.0,12.0,12.0,,,12.0,12.365833333333333,12.0,12.0,12.0,12.0,12.0,12.0,12.407499999999999,12.0,12.0,12.0,12.0,12.0,12.407499999999999
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,,,23.7,,,,,,,23.958,,,,,,,23.634999999999998,,,,,,24.157999999999998
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,6.49,,4.745,,,4.275555555555556,,,,,,,5.080909090909091,5.49,5.49,5.49,5.49,5.49,5.49,5.126363636363636,,5.49,5.49,5.49,5.49,5.189
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.49,5.49,6.284285714285715,,,6.099285714285714,,,,,,5.49,5.970645161290323,5.79,5.79,5.79,5.79,5.79,5.79,5.9896875,5.79,5.79,5.79,5.79,5.79,5.982068965517241
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,6.0,,,,,,,6.0,,,,,,,6.0,,,,,,6.0
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,,,4.498,,,,,,,4.498571428571429,,,,,,,4.327142857142857,,,,,,4.327142857142857
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.99,2.99,2.99,,,4.049166666666667,2.99,3.79,3.79,3.79,3.79,3.79,3.7890476190476186,3.79,3.79,3.79,3.79,3.79,3.79,3.703333333333333,3.79,3.79,3.79,3.79,3.79,3.5925000000000002
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,9.99,9.99,11.245000000000001,,,12.857999999999999,,,,9.99,9.99,9.99,12.231111111111112,9.99,9.99,9.99,9.99,9.99,9.99,11.956999999999999,9.99,9.99,9.99,9.99,9.99,12.107
24,TEMBIKAI SUSU,1kg,BARANGAN SEGAR,BUAH-BUAHAN,8.79,8.79,8.79,,,6.1414285714285715,,,,,,,5.75,,,,,,8.79,6.656000000000001,,,,,,5.998
