item_code,item,unit,item_group,item_category,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31
1,AYAM BERSIH - STANDARD,1kg,BARANGAN SEGAR,AYAM,9.79,9.79,9.79,9.714333333333334,9.79,9.79,9.686,9.79,9.79,9.79,9.79,9.79,9.79,,,9.79,9.739032258064517,9.79,9.79,9.79,9.99,9.99,9.99,9.754193548387097,9.99,9.99,9.744426229508196,9.69,9.69
2,AYAM BERSIH - SUPER,1kg,BARANGAN SEGAR,AYAM,12.0,12.0,12.0,12.3075,12.0,,12.3075,12.0,,,12.0,12.0,12.0,,,,12.322307692307692,12.0,12.0,12.0,12.0,12.0,12.0,12.407499999999999,12.0,12.0,12.407499999999999,,
9,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1kg,BARANGAN SEGAR,DAGING,,,,21.5,,,25.7,,,,,,,,,,25.7,,,,,,,20.5,,,20.5,,
14,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1kg,BARANGAN SEGAR,DAGING,,,,22.266666666666666,,,22.266666666666666,,,,,,,,,,22.45,,,,,,,22.46666666666667,,,22.46666666666667,,
16,BETIK BIASA,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,6.49,5.548,6.49,6.49,5.531666666666666,,,6.49,6.49,6.49,6.49,6.49,6.49,,5.490833333333334,6.49,6.49,6.49,,,,5.125,,,5.2491666666666665,6.49,6.49
18,PISANG BERANGAN,1kg,BARANGAN SEGAR,BUAH-BUAHAN,5.79,5.79,5.79,5.968275862068965,5.79,5.79,5.989677419354839,,,5.79,5.79,5.79,5.79,5.79,5.79,5.79,6.0445161290322575,5.79,5.79,5.79,5.79,5.79,5.79,6.069411764705883,5.79,5.79,6.172666666666667,,
19,PISANG EMAS,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,6.333333333333333,,,6.333333333333333,,,,,,,,,,6.0,,,,,,,6.0,,,5.875,,
20,TEMBIKAI MERAH BERBIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,,,,3.8980000000000006,,,4.165,,,,,,,,,,3.9655555555555555,,,,,,,3.95,,,3.6833333333333336,,
21,TEMBIKAI MERAH TANPA BIJI,1kg,BARANGAN SEGAR,BUAH-BUAHAN,2.49,2.49,2.49,3.5399999999999996,2.49,2.99,3.508,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,3.7477777777777783,2.99,2.99,1.99,1.99,1.99,2.99,3.8413043478260867,2.99,2.99,3.883,1.99,1.99
22,DRAGON FRUIT MERAH,1kg,BARANGAN SEGAR,BUAH-BUAHAN,10.99,10.99,10.99,10.837777777777779,10.99,10.99,10.827777777777778,6.99,6.99,10.99,10.99,10.99,10.99,,,,9.875,10.99,10.99,10.99,10.99,10.99,10.99,10.405555555555557,10.99,,9.205,5.39,5.39
